,County,COVID Hospitalizations,Date
0,WASHINGTON,8,2020-12-31
1,WALTON,16,2020-12-31
2,VOLUSIA,99,2020-12-31
3,UNION,2,2020-12-31
4,TAYLOR,0,2020-12-31
5,SUWANNEE,0,2020-12-31
6,SUMTER,69,2020-12-31
7,ST. LUCIE,114,2020-12-31
8,ST. JOHNS,30,2020-12-31
9,SEMINOLE,99,2020-12-31
10,SARASOTA,128,2020-12-31
11,SANTA ROSA,29,2020-12-31
12,PUTNAM,20,2020-12-31
13,POLK,223,2020-12-31
14,PINELLAS,298,2020-12-31
15,PASCO,181,2020-12-31
16,PALM BEACH,352,2020-12-31
17,OSCEOLA,140,2020-12-31
18,ORANGE,349,2020-12-31
19,OKEECHOBEE,11,2020-12-31
20,OKALOOSA,40,2020-12-31
21,NASSAU,16,2020-12-31
22,MONROE,3,2020-12-31
23,MIAMI-DADE,1009,2020-12-31
24,MARTIN,41,2020-12-31
25,MARION,123,2020-12-31
26,MANATEE,68,2020-12-31
27,MADISON,1,2020-12-31
28,LEON,98,2020-12-31
29,LEE,141,2020-12-31
30,LAKE,148,2020-12-31
31,JACKSON,14,2020-12-31
32,INDIAN RIVER,57,2020-12-31
33,HOLMES,5,2020-12-31
34,HILLSBOROUGH,392,2020-12-31
35,HIGHLANDS,53,2020-12-31
36,HERNANDO,70,2020-12-31
37,HENDRY,6,2020-12-31
38,HARDEE,0,2020-12-31
39,GULF,3,2020-12-31
40,GADSDEN,0,2020-12-31
41,FRANKLIN,0,2020-12-31
42,FLAGLER,14,2020-12-31
43,ESCAMBIA,149,2020-12-31
44,DUVAL,418,2020-12-31
45,DESOTO,7,2020-12-31
46,COLUMBIA,28,2020-12-31
47,COLLIER,98,2020-12-31
48,CLAY,98,2020-12-31
49,CITRUS,60,2020-12-31
50,CHARLOTTE,103,2020-12-31
51,CALHOUN,0,2020-12-31
52,BROWARD,562,2020-12-31
53,BREVARD,99,2020-12-31
54,BRADFORD,0,2020-12-31
55,BAY,81,2020-12-31
56,BAKER,0,2020-12-31
57,ALACHUA,179,2020-12-31
