,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-12-18
1,WALTON,12,2020-12-18
2,VOLUSIA,101,2020-12-18
3,UNION,0,2020-12-18
4,TAYLOR,0,2020-12-18
5,SUWANNEE,0,2020-12-18
6,SUMTER,46,2020-12-18
7,ST. LUCIE,88,2020-12-18
8,ST. JOHNS,22,2020-12-18
9,SEMINOLE,71,2020-12-18
10,SARASOTA,122,2020-12-18
11,SANTA ROSA,16,2020-12-18
12,PUTNAM,18,2020-12-18
13,POLK,153,2020-12-18
14,PINELLAS,240,2020-12-18
15,PASCO,145,2020-12-18
16,PALM BEACH,272,2020-12-18
17,OSCEOLA,120,2020-12-18
18,ORANGE,275,2020-12-18
19,OKEECHOBEE,8,2020-12-18
20,OKALOOSA,51,2020-12-18
21,NASSAU,8,2020-12-18
22,MONROE,3,2020-12-18
23,MIAMI-DADE,937,2020-12-18
24,MARTIN,32,2020-12-18
25,MARION,73,2020-12-18
26,MANATEE,52,2020-12-18
27,MADISON,0,2020-12-18
28,LEON,67,2020-12-18
29,LEE,121,2020-12-18
30,LAKE,100,2020-12-18
31,JACKSON,10,2020-12-18
32,INDIAN RIVER,12,2020-12-18
33,HOLMES,3,2020-12-18
34,HILLSBOROUGH,329,2020-12-18
35,HIGHLANDS,59,2020-12-18
36,HERNANDO,73,2020-12-18
37,HENDRY,4,2020-12-18
38,HARDEE,0,2020-12-18
39,GULF,2,2020-12-18
40,GADSDEN,0,2020-12-18
41,FRANKLIN,0,2020-12-18
42,FLAGLER,14,2020-12-18
43,ESCAMBIA,118,2020-12-18
44,DUVAL,272,2020-12-18
45,DESOTO,6,2020-12-18
46,COLUMBIA,14,2020-12-18
47,COLLIER,82,2020-12-18
48,CLAY,62,2020-12-18
49,CITRUS,50,2020-12-18
50,CHARLOTTE,95,2020-12-18
51,CALHOUN,0,2020-12-18
52,BROWARD,531,2020-12-18
53,BREVARD,81,2020-12-18
54,BRADFORD,0,2020-12-18
55,BAY,71,2020-12-18
56,BAKER,6,2020-12-18
57,ALACHUA,120,2020-12-18
