,County,COVID Hospitalizations,Date
0,WASHINGTON,12,2021-01-01
1,WALTON,13,2021-01-01
2,VOLUSIA,101,2021-01-01
3,UNION,2,2021-01-01
4,TAYLOR,0,2021-01-01
5,SUWANNEE,0,2021-01-01
6,SUMTER,68,2021-01-01
7,ST. LUCIE,99,2021-01-01
8,ST. JOHNS,37,2021-01-01
9,SEMINOLE,113,2021-01-01
10,SARASOTA,136,2021-01-01
11,SANTA ROSA,28,2021-01-01
12,PUTNAM,22,2021-01-01
13,POLK,248,2021-01-01
14,PINELLAS,343,2021-01-01
15,PASCO,177,2021-01-01
16,PALM BEACH,355,2021-01-01
17,OSCEOLA,156,2021-01-01
18,ORANGE,350,2021-01-01
19,OKEECHOBEE,16,2021-01-01
20,OKALOOSA,59,2021-01-01
21,NASSAU,12,2021-01-01
22,MONROE,2,2021-01-01
23,MIAMI-DADE,995,2021-01-01
24,MARTIN,40,2021-01-01
25,MARION,130,2021-01-01
26,MANATEE,80,2021-01-01
27,MADISON,2,2021-01-01
28,LEON,104,2021-01-01
29,LEE,130,2021-01-01
30,LAKE,164,2021-01-01
31,JACKSON,15,2021-01-01
32,INDIAN RIVER,46,2021-01-01
33,HOLMES,2,2021-01-01
34,HILLSBOROUGH,401,2021-01-01
35,HIGHLANDS,48,2021-01-01
36,HERNANDO,91,2021-01-01
37,HENDRY,5,2021-01-01
38,HARDEE,0,2021-01-01
39,GULF,3,2021-01-01
40,GADSDEN,0,2021-01-01
41,FRANKLIN,0,2021-01-01
42,FLAGLER,14,2021-01-01
43,ESCAMBIA,178,2021-01-01
44,DUVAL,417,2021-01-01
45,DESOTO,7,2021-01-01
46,COLUMBIA,33,2021-01-01
47,COLLIER,87,2021-01-01
48,CLAY,105,2021-01-01
49,CITRUS,61,2021-01-01
50,CHARLOTTE,104,2021-01-01
51,CALHOUN,0,2021-01-01
52,BROWARD,556,2021-01-01
53,BREVARD,110,2021-01-01
54,BRADFORD,0,2021-01-01
55,BAY,79,2021-01-01
56,BAKER,1,2021-01-01
57,ALACHUA,187,2021-01-01
