,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-08-28
1,WALTON,3,2020-08-28
2,VOLUSIA,68,2020-08-28
3,UNION,8,2020-08-28
4,TAYLOR,0,2020-08-28
5,SUWANNEE,0,2020-08-28
6,SUMTER,18,2020-08-28
7,ST. LUCIE,79,2020-08-28
8,ST. JOHNS,7,2020-08-28
9,SEMINOLE,63,2020-08-28
10,SARASOTA,50,2020-08-28
11,SANTA ROSA,16,2020-08-28
12,PUTNAM,6,2020-08-28
13,POLK,116,2020-08-28
14,PINELLAS,129,2020-08-28
15,PASCO,47,2020-08-28
16,PALM BEACH,229,2020-08-28
17,OSCEOLA,70,2020-08-28
18,ORANGE,195,2020-08-28
19,OKEECHOBEE,7,2020-08-28
20,OKALOOSA,28,2020-08-28
21,NASSAU,6,2020-08-28
22,MONROE,0,2020-08-28
23,MIAMI-DADE,750,2020-08-28
24,MARTIN,13,2020-08-28
25,MARION,82,2020-08-28
26,MANATEE,27,2020-08-28
27,MADISON,0,2020-08-28
28,LEON,81,2020-08-28
29,LEE,117,2020-08-28
30,LAKE,63,2020-08-28
31,JACKSON,5,2020-08-28
32,INDIAN RIVER,9,2020-08-28
33,HOLMES,3,2020-08-28
34,HILLSBOROUGH,187,2020-08-28
35,HIGHLANDS,24,2020-08-28
36,HERNANDO,27,2020-08-28
37,HENDRY,3,2020-08-28
38,HARDEE,0,2020-08-28
39,GULF,2,2020-08-28
40,GADSDEN,179,2020-08-28
41,FRANKLIN,0,2020-08-28
42,FLAGLER,10,2020-08-28
43,ESCAMBIA,114,2020-08-28
44,DUVAL,248,2020-08-28
45,DESOTO,2,2020-08-28
46,COLUMBIA,18,2020-08-28
47,COLLIER,55,2020-08-28
48,CLAY,46,2020-08-28
49,CITRUS,31,2020-08-28
50,CHARLOTTE,36,2020-08-28
51,CALHOUN,1,2020-08-28
52,BROWARD,491,2020-08-28
53,BREVARD,83,2020-08-28
54,BRADFORD,0,2020-08-28
55,BAY,43,2020-08-28
56,BAKER,2,2020-08-28
57,ALACHUA,97,2020-08-28
