,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-11-01
1,WALTON,8,2020-11-01
2,VOLUSIA,51,2020-11-01
3,UNION,9,2020-11-01
4,TAYLOR,0,2020-11-01
5,SUWANNEE,0,2020-11-01
6,SUMTER,12,2020-11-01
7,ST. LUCIE,42,2020-11-01
8,ST. JOHNS,10,2020-11-01
9,SEMINOLE,41,2020-11-01
10,SARASOTA,49,2020-11-01
11,SANTA ROSA,6,2020-11-01
12,PUTNAM,6,2020-11-01
13,POLK,77,2020-11-01
14,PINELLAS,123,2020-11-01
15,PASCO,58,2020-11-01
16,PALM BEACH,147,2020-11-01
17,OSCEOLA,71,2020-11-01
18,ORANGE,138,2020-11-01
19,OKEECHOBEE,3,2020-11-01
20,OKALOOSA,29,2020-11-01
21,NASSAU,0,2020-11-01
22,MONROE,4,2020-11-01
23,MIAMI-DADE,316,2020-11-01
24,MARTIN,9,2020-11-01
25,MARION,29,2020-11-01
26,MANATEE,19,2020-11-01
27,MADISON,0,2020-11-01
28,LEON,48,2020-11-01
29,LEE,59,2020-11-01
30,LAKE,30,2020-11-01
31,JACKSON,7,2020-11-01
32,INDIAN RIVER,7,2020-11-01
33,HOLMES,1,2020-11-01
34,HILLSBOROUGH,163,2020-11-01
35,HIGHLANDS,35,2020-11-01
36,HERNANDO,25,2020-11-01
37,HENDRY,1,2020-11-01
38,HARDEE,0,2020-11-01
39,GULF,0,2020-11-01
40,GADSDEN,0,2020-11-01
41,FRANKLIN,0,2020-11-01
42,FLAGLER,6,2020-11-01
43,ESCAMBIA,43,2020-11-01
44,DUVAL,141,2020-11-01
45,DESOTO,1,2020-11-01
46,COLUMBIA,18,2020-11-01
47,COLLIER,48,2020-11-01
48,CLAY,26,2020-11-01
49,CITRUS,17,2020-11-01
50,CHARLOTTE,35,2020-11-01
51,CALHOUN,0,2020-11-01
52,BROWARD,237,2020-11-01
53,BREVARD,71,2020-11-01
54,BRADFORD,0,2020-11-01
55,BAY,21,2020-11-01
56,BAKER,4,2020-11-01
57,ALACHUA,67,2020-11-01
