,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-11-11
1,WALTON,14,2020-11-11
2,VOLUSIA,61,2020-11-11
3,UNION,2,2020-11-11
4,TAYLOR,0,2020-11-11
5,SUWANNEE,0,2020-11-11
6,SUMTER,15,2020-11-11
7,ST. LUCIE,45,2020-11-11
8,ST. JOHNS,7,2020-11-11
9,SEMINOLE,48,2020-11-11
10,SARASOTA,74,2020-11-11
11,SANTA ROSA,4,2020-11-11
12,PUTNAM,10,2020-11-11
13,POLK,90,2020-11-11
14,PINELLAS,171,2020-11-11
15,PASCO,92,2020-11-11
16,PALM BEACH,230,2020-11-11
17,OSCEOLA,78,2020-11-11
18,ORANGE,149,2020-11-11
19,OKEECHOBEE,5,2020-11-11
20,OKALOOSA,44,2020-11-11
21,NASSAU,3,2020-11-11
22,MONROE,5,2020-11-11
23,MIAMI-DADE,410,2020-11-11
24,MARTIN,9,2020-11-11
25,MARION,28,2020-11-11
26,MANATEE,36,2020-11-11
27,MADISON,0,2020-11-11
28,LEON,38,2020-11-11
29,LEE,81,2020-11-11
30,LAKE,32,2020-11-11
31,JACKSON,22,2020-11-11
32,INDIAN RIVER,18,2020-11-11
33,HOLMES,1,2020-11-11
34,HILLSBOROUGH,241,2020-11-11
35,HIGHLANDS,51,2020-11-11
36,HERNANDO,37,2020-11-11
37,HENDRY,0,2020-11-11
38,HARDEE,0,2020-11-11
39,GULF,0,2020-11-11
40,GADSDEN,0,2020-11-11
41,FRANKLIN,0,2020-11-11
42,FLAGLER,7,2020-11-11
43,ESCAMBIA,66,2020-11-11
44,DUVAL,175,2020-11-11
45,DESOTO,4,2020-11-11
46,COLUMBIA,10,2020-11-11
47,COLLIER,70,2020-11-11
48,CLAY,41,2020-11-11
49,CITRUS,35,2020-11-11
50,CHARLOTTE,44,2020-11-11
51,CALHOUN,0,2020-11-11
52,BROWARD,283,2020-11-11
53,BREVARD,72,2020-11-11
54,BRADFORD,0,2020-11-11
55,BAY,22,2020-11-11
56,BAKER,0,2020-11-11
57,ALACHUA,72,2020-11-11
