,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-11-28
1,WALTON,4,2020-11-28
2,VOLUSIA,78,2020-11-28
3,UNION,1,2020-11-28
4,TAYLOR,2,2020-11-28
5,SUWANNEE,0,2020-11-28
6,SUMTER,18,2020-11-28
7,ST. LUCIE,62,2020-11-28
8,ST. JOHNS,18,2020-11-28
9,SEMINOLE,59,2020-11-28
10,SARASOTA,88,2020-11-28
11,SANTA ROSA,15,2020-11-28
12,PUTNAM,8,2020-11-28
13,POLK,131,2020-11-28
14,PINELLAS,195,2020-11-28
15,PASCO,123,2020-11-28
16,PALM BEACH,285,2020-11-28
17,OSCEOLA,96,2020-11-28
18,ORANGE,170,2020-11-28
19,OKEECHOBEE,10,2020-11-28
20,OKALOOSA,50,2020-11-28
21,NASSAU,2,2020-11-28
22,MONROE,9,2020-11-28
23,MIAMI-DADE,609,2020-11-28
24,MARTIN,23,2020-11-28
25,MARION,57,2020-11-28
26,MANATEE,43,2020-11-28
27,MADISON,-1,2020-11-28
28,LEON,36,2020-11-28
29,LEE,114,2020-11-28
30,LAKE,59,2020-11-28
31,JACKSON,25,2020-11-28
32,INDIAN RIVER,17,2020-11-28
33,HOLMES,1,2020-11-28
34,HILLSBOROUGH,256,2020-11-28
35,HIGHLANDS,46,2020-11-28
36,HERNANDO,64,2020-11-28
37,HENDRY,1,2020-11-28
38,HARDEE,0,2020-11-28
39,GULF,1,2020-11-28
40,GADSDEN,0,2020-11-28
41,FRANKLIN,0,2020-11-28
42,FLAGLER,9,2020-11-28
43,ESCAMBIA,84,2020-11-28
44,DUVAL,198,2020-11-28
45,DESOTO,10,2020-11-28
46,COLUMBIA,23,2020-11-28
47,COLLIER,88,2020-11-28
48,CLAY,45,2020-11-28
49,CITRUS,68,2020-11-28
50,CHARLOTTE,48,2020-11-28
51,CALHOUN,0,2020-11-28
52,BROWARD,392,2020-11-28
53,BREVARD,80,2020-11-28
54,BRADFORD,0,2020-11-28
55,BAY,36,2020-11-28
56,BAKER,0,2020-11-28
57,ALACHUA,112,2020-11-28
