,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-09-28
1,WALTON,5,2020-09-28
2,VOLUSIA,55,2020-09-28
3,UNION,15,2020-09-28
4,TAYLOR,0,2020-09-28
5,SUWANNEE,0,2020-09-28
6,SUMTER,11,2020-09-28
7,ST. LUCIE,56,2020-09-28
8,ST. JOHNS,14,2020-09-28
9,SEMINOLE,32,2020-09-28
10,SARASOTA,32,2020-09-28
11,SANTA ROSA,2,2020-09-28
12,PUTNAM,7,2020-09-28
13,POLK,84,2020-09-28
14,PINELLAS,100,2020-09-28
15,PASCO,40,2020-09-28
16,PALM BEACH,115,2020-09-28
17,OSCEOLA,63,2020-09-28
18,ORANGE,112,2020-09-28
19,OKEECHOBEE,11,2020-09-28
20,OKALOOSA,17,2020-09-28
21,NASSAU,1,2020-09-28
22,MONROE,4,2020-09-28
23,MIAMI-DADE,239,2020-09-28
24,MARTIN,18,2020-09-28
25,MARION,33,2020-09-28
26,MANATEE,22,2020-09-28
27,MADISON,0,2020-09-28
28,LEON,43,2020-09-28
29,LEE,47,2020-09-28
30,LAKE,36,2020-09-28
31,JACKSON,6,2020-09-28
32,INDIAN RIVER,9,2020-09-28
33,HOLMES,0,2020-09-28
34,HILLSBOROUGH,157,2020-09-28
35,HIGHLANDS,23,2020-09-28
36,HERNANDO,20,2020-09-28
37,HENDRY,3,2020-09-28
38,HARDEE,0,2020-09-28
39,GULF,0,2020-09-28
40,GADSDEN,33,2020-09-28
41,FRANKLIN,0,2020-09-28
42,FLAGLER,14,2020-09-28
43,ESCAMBIA,39,2020-09-28
44,DUVAL,131,2020-09-28
45,DESOTO,0,2020-09-28
46,COLUMBIA,18,2020-09-28
47,COLLIER,14,2020-09-28
48,CLAY,33,2020-09-28
49,CITRUS,18,2020-09-28
50,CHARLOTTE,22,2020-09-28
51,CALHOUN,0,2020-09-28
52,BROWARD,198,2020-09-28
53,BREVARD,61,2020-09-28
54,BRADFORD,0,2020-09-28
55,BAY,27,2020-09-28
56,BAKER,4,2020-09-28
57,ALACHUA,77,2020-09-28
