,County,COVID Hospitalizations,Date
0,WASHINGTON,8,2020-08-10
1,WALTON,13,2020-08-10
2,VOLUSIA,126,2020-08-10
3,UNION,0,2020-08-10
4,TAYLOR,0,2020-08-10
5,SUWANNEE,0,2020-08-10
6,SUMTER,27,2020-08-10
7,ST. LUCIE,124,2020-08-10
8,ST. JOHNS,27,2020-08-10
9,SEMINOLE,108,2020-08-10
10,SARASOTA,85,2020-08-10
11,SANTA ROSA,15,2020-08-10
12,PUTNAM,12,2020-08-10
13,POLK,233,2020-08-10
14,PINELLAS,263,2020-08-10
15,PASCO,79,2020-08-10
16,PALM BEACH,430,2020-08-10
17,OSCEOLA,135,2020-08-10
18,ORANGE,336,2020-08-10
19,OKEECHOBEE,15,2020-08-10
20,OKALOOSA,48,2020-08-10
21,NASSAU,3,2020-08-10
22,MONROE,7,2020-08-10
23,MIAMI-DADE,1489,2020-08-10
24,MARTIN,26,2020-08-10
25,MARION,99,2020-08-10
26,MANATEE,83,2020-08-10
27,MADISON,0,2020-08-10
28,LEON,90,2020-08-10
29,LEE,187,2020-08-10
30,LAKE,82,2020-08-10
31,JACKSON,19,2020-08-10
32,INDIAN RIVER,20,2020-08-10
33,HOLMES,1,2020-08-10
34,HILLSBOROUGH,346,2020-08-10
35,HIGHLANDS,52,2020-08-10
36,HERNANDO,51,2020-08-10
37,HENDRY,8,2020-08-10
38,HARDEE,0,2020-08-10
39,GULF,3,2020-08-10
40,GADSDEN,126,2020-08-10
41,FRANKLIN,0,2020-08-10
42,FLAGLER,14,2020-08-10
43,ESCAMBIA,168,2020-08-10
44,DUVAL,385,2020-08-10
45,DESOTO,1,2020-08-10
46,COLUMBIA,29,2020-08-10
47,COLLIER,138,2020-08-10
48,CLAY,25,2020-08-10
49,CITRUS,26,2020-08-10
50,CHARLOTTE,36,2020-08-10
51,CALHOUN,1,2020-08-10
52,BROWARD,914,2020-08-10
53,BREVARD,109,2020-08-10
54,BRADFORD,0,2020-08-10
55,BAY,86,2020-08-10
56,BAKER,20,2020-08-10
57,ALACHUA,121,2020-08-10
