,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-07-21
1,WALTON,11,2020-07-21
2,VOLUSIA,164,2020-07-21
3,UNION,0,2020-07-21
4,TAYLOR,0,2020-07-21
5,SUWANNEE,0,2020-07-21
6,SUMTER,32,2020-07-21
7,ST. LUCIE,145,2020-07-21
8,ST. JOHNS,40,2020-07-21
9,SEMINOLE,174,2020-07-21
10,SARASOTA,154,2020-07-21
11,SANTA ROSA,17,2020-07-21
12,PUTNAM,18,2020-07-21
13,POLK,277,2020-07-21
14,PINELLAS,454,2020-07-21
15,PASCO,136,2020-07-21
16,PALM BEACH,601,2020-07-21
17,OSCEOLA,191,2020-07-21
18,ORANGE,598,2020-07-21
19,OKEECHOBEE,12,2020-07-21
20,OKALOOSA,43,2020-07-21
21,NASSAU,4,2020-07-21
22,MONROE,20,2020-07-21
23,MIAMI-DADE,2056,2020-07-21
24,MARTIN,37,2020-07-21
25,MARION,107,2020-07-21
26,MANATEE,116,2020-07-21
27,MADISON,0,2020-07-21
28,LEON,76,2020-07-21
29,LEE,270,2020-07-21
30,LAKE,114,2020-07-21
31,JACKSON,26,2020-07-21
32,INDIAN RIVER,32,2020-07-21
33,HOLMES,1,2020-07-21
34,HILLSBOROUGH,604,2020-07-21
35,HIGHLANDS,54,2020-07-21
36,HERNANDO,84,2020-07-21
37,HENDRY,8,2020-07-21
38,HARDEE,0,2020-07-21
39,GULF,0,2020-07-21
40,GADSDEN,14,2020-07-21
41,FRANKLIN,0,2020-07-21
42,FLAGLER,21,2020-07-21
43,ESCAMBIA,199,2020-07-21
44,DUVAL,528,2020-07-21
45,DESOTO,4,2020-07-21
46,COLUMBIA,37,2020-07-21
47,COLLIER,173,2020-07-21
48,CLAY,84,2020-07-21
49,CITRUS,30,2020-07-21
50,CHARLOTTE,55,2020-07-21
51,CALHOUN,1,2020-07-21
52,BROWARD,1290,2020-07-21
53,BREVARD,130,2020-07-21
54,BRADFORD,0,2020-07-21
55,BAY,92,2020-07-21
56,BAKER,34,2020-07-21
57,ALACHUA,126,2020-07-21
