,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-11-10
1,WALTON,14,2020-11-10
2,VOLUSIA,67,2020-11-10
3,UNION,2,2020-11-10
4,TAYLOR,0,2020-11-10
5,SUWANNEE,0,2020-11-10
6,SUMTER,15,2020-11-10
7,ST. LUCIE,47,2020-11-10
8,ST. JOHNS,5,2020-11-10
9,SEMINOLE,49,2020-11-10
10,SARASOTA,68,2020-11-10
11,SANTA ROSA,4,2020-11-10
12,PUTNAM,10,2020-11-10
13,POLK,97,2020-11-10
14,PINELLAS,156,2020-11-10
15,PASCO,91,2020-11-10
16,PALM BEACH,217,2020-11-10
17,OSCEOLA,77,2020-11-10
18,ORANGE,145,2020-11-10
19,OKEECHOBEE,5,2020-11-10
20,OKALOOSA,41,2020-11-10
21,NASSAU,4,2020-11-10
22,MONROE,5,2020-11-10
23,MIAMI-DADE,404,2020-11-10
24,MARTIN,9,2020-11-10
25,MARION,35,2020-11-10
26,MANATEE,37,2020-11-10
27,MADISON,0,2020-11-10
28,LEON,39,2020-11-10
29,LEE,83,2020-11-10
30,LAKE,31,2020-11-10
31,JACKSON,25,2020-11-10
32,INDIAN RIVER,18,2020-11-10
33,HOLMES,1,2020-11-10
34,HILLSBOROUGH,239,2020-11-10
35,HIGHLANDS,56,2020-11-10
36,HERNANDO,39,2020-11-10
37,HENDRY,0,2020-11-10
38,HARDEE,0,2020-11-10
39,GULF,0,2020-11-10
40,GADSDEN,0,2020-11-10
41,FRANKLIN,0,2020-11-10
42,FLAGLER,6,2020-11-10
43,ESCAMBIA,60,2020-11-10
44,DUVAL,166,2020-11-10
45,DESOTO,4,2020-11-10
46,COLUMBIA,10,2020-11-10
47,COLLIER,62,2020-11-10
48,CLAY,42,2020-11-10
49,CITRUS,27,2020-11-10
50,CHARLOTTE,43,2020-11-10
51,CALHOUN,0,2020-11-10
52,BROWARD,288,2020-11-10
53,BREVARD,81,2020-11-10
54,BRADFORD,0,2020-11-10
55,BAY,23,2020-11-10
56,BAKER,0,2020-11-10
57,ALACHUA,73,2020-11-10
