,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-09-29
1,WALTON,5,2020-09-29
2,VOLUSIA,52,2020-09-29
3,UNION,15,2020-09-29
4,TAYLOR,0,2020-09-29
5,SUWANNEE,0,2020-09-29
6,SUMTER,12,2020-09-29
7,ST. LUCIE,61,2020-09-29
8,ST. JOHNS,16,2020-09-29
9,SEMINOLE,34,2020-09-29
10,SARASOTA,31,2020-09-29
11,SANTA ROSA,3,2020-09-29
12,PUTNAM,8,2020-09-29
13,POLK,84,2020-09-29
14,PINELLAS,98,2020-09-29
15,PASCO,40,2020-09-29
16,PALM BEACH,114,2020-09-29
17,OSCEOLA,66,2020-09-29
18,ORANGE,123,2020-09-29
19,OKEECHOBEE,15,2020-09-29
20,OKALOOSA,17,2020-09-29
21,NASSAU,2,2020-09-29
22,MONROE,4,2020-09-29
23,MIAMI-DADE,271,2020-09-29
24,MARTIN,17,2020-09-29
25,MARION,37,2020-09-29
26,MANATEE,25,2020-09-29
27,MADISON,0,2020-09-29
28,LEON,45,2020-09-29
29,LEE,39,2020-09-29
30,LAKE,31,2020-09-29
31,JACKSON,6,2020-09-29
32,INDIAN RIVER,6,2020-09-29
33,HOLMES,0,2020-09-29
34,HILLSBOROUGH,173,2020-09-29
35,HIGHLANDS,24,2020-09-29
36,HERNANDO,21,2020-09-29
37,HENDRY,3,2020-09-29
38,HARDEE,0,2020-09-29
39,GULF,0,2020-09-29
40,GADSDEN,24,2020-09-29
41,FRANKLIN,0,2020-09-29
42,FLAGLER,14,2020-09-29
43,ESCAMBIA,40,2020-09-29
44,DUVAL,122,2020-09-29
45,DESOTO,0,2020-09-29
46,COLUMBIA,18,2020-09-29
47,COLLIER,16,2020-09-29
48,CLAY,32,2020-09-29
49,CITRUS,16,2020-09-29
50,CHARLOTTE,25,2020-09-29
51,CALHOUN,1,2020-09-29
52,BROWARD,199,2020-09-29
53,BREVARD,59,2020-09-29
54,BRADFORD,0,2020-09-29
55,BAY,28,2020-09-29
56,BAKER,4,2020-09-29
57,ALACHUA,76,2020-09-29
