,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-09-02
1,WALTON,2,2020-09-02
2,VOLUSIA,53,2020-09-02
3,UNION,10,2020-09-02
4,TAYLOR,0,2020-09-02
5,SUWANNEE,0,2020-09-02
6,SUMTER,13,2020-09-02
7,ST. LUCIE,76,2020-09-02
8,ST. JOHNS,8,2020-09-02
9,SEMINOLE,26,2020-09-02
10,SARASOTA,42,2020-09-02
11,SANTA ROSA,14,2020-09-02
12,PUTNAM,11,2020-09-02
13,POLK,133,2020-09-02
14,PINELLAS,136,2020-09-02
15,PASCO,41,2020-09-02
16,PALM BEACH,211,2020-09-02
17,OSCEOLA,61,2020-09-02
18,ORANGE,161,2020-09-02
19,OKEECHOBEE,8,2020-09-02
20,OKALOOSA,26,2020-09-02
21,NASSAU,8,2020-09-02
22,MONROE,2,2020-09-02
23,MIAMI-DADE,611,2020-09-02
24,MARTIN,10,2020-09-02
25,MARION,76,2020-09-02
26,MANATEE,23,2020-09-02
27,MADISON,0,2020-09-02
28,LEON,82,2020-09-02
29,LEE,133,2020-09-02
30,LAKE,85,2020-09-02
31,JACKSON,8,2020-09-02
32,INDIAN RIVER,7,2020-09-02
33,HOLMES,0,2020-09-02
34,HILLSBOROUGH,162,2020-09-02
35,HIGHLANDS,22,2020-09-02
36,HERNANDO,22,2020-09-02
37,HENDRY,1,2020-09-02
38,HARDEE,0,2020-09-02
39,GULF,0,2020-09-02
40,GADSDEN,121,2020-09-02
41,FRANKLIN,0,2020-09-02
42,FLAGLER,6,2020-09-02
43,ESCAMBIA,91,2020-09-02
44,DUVAL,218,2020-09-02
45,DESOTO,3,2020-09-02
46,COLUMBIA,11,2020-09-02
47,COLLIER,43,2020-09-02
48,CLAY,37,2020-09-02
49,CITRUS,26,2020-09-02
50,CHARLOTTE,39,2020-09-02
51,CALHOUN,0,2020-09-02
52,BROWARD,420,2020-09-02
53,BREVARD,91,2020-09-02
54,BRADFORD,0,2020-09-02
55,BAY,25,2020-09-02
56,BAKER,29,2020-09-02
57,ALACHUA,78,2020-09-02
