,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-08-23
1,WALTON,3,2020-08-23
2,VOLUSIA,92,2020-08-23
3,UNION,3,2020-08-23
4,TAYLOR,0,2020-08-23
5,SUWANNEE,0,2020-08-23
6,SUMTER,15,2020-08-23
7,ST. LUCIE,74,2020-08-23
8,ST. JOHNS,11,2020-08-23
9,SEMINOLE,70,2020-08-23
10,SARASOTA,68,2020-08-23
11,SANTA ROSA,17,2020-08-23
12,PUTNAM,6,2020-08-23
13,POLK,151,2020-08-23
14,PINELLAS,153,2020-08-23
15,PASCO,51,2020-08-23
16,PALM BEACH,261,2020-08-23
17,OSCEOLA,91,2020-08-23
18,ORANGE,248,2020-08-23
19,OKEECHOBEE,13,2020-08-23
20,OKALOOSA,31,2020-08-23
21,NASSAU,9,2020-08-23
22,MONROE,4,2020-08-23
23,MIAMI-DADE,878,2020-08-23
24,MARTIN,21,2020-08-23
25,MARION,100,2020-08-23
26,MANATEE,41,2020-08-23
27,MADISON,0,2020-08-23
28,LEON,89,2020-08-23
29,LEE,89,2020-08-23
30,LAKE,64,2020-08-23
31,JACKSON,14,2020-08-23
32,INDIAN RIVER,13,2020-08-23
33,HOLMES,3,2020-08-23
34,HILLSBOROUGH,239,2020-08-23
35,HIGHLANDS,27,2020-08-23
36,HERNANDO,31,2020-08-23
37,HENDRY,2,2020-08-23
38,HARDEE,0,2020-08-23
39,GULF,2,2020-08-23
40,GADSDEN,114,2020-08-23
41,FRANKLIN,0,2020-08-23
42,FLAGLER,9,2020-08-23
43,ESCAMBIA,116,2020-08-23
44,DUVAL,277,2020-08-23
45,DESOTO,2,2020-08-23
46,COLUMBIA,21,2020-08-23
47,COLLIER,69,2020-08-23
48,CLAY,59,2020-08-23
49,CITRUS,26,2020-08-23
50,CHARLOTTE,43,2020-08-23
51,CALHOUN,0,2020-08-23
52,BROWARD,634,2020-08-23
53,BREVARD,107,2020-08-23
54,BRADFORD,0,2020-08-23
55,BAY,69,2020-08-23
56,BAKER,0,2020-08-23
57,ALACHUA,121,2020-08-23
