,County,COVID Hospitalizations,Date
0,WASHINGTON,0,2020-09-20
1,WALTON,2,2020-09-20
2,VOLUSIA,60,2020-09-20
3,UNION,11,2020-09-20
4,TAYLOR,0,2020-09-20
5,SUWANNEE,0,2020-09-20
6,SUMTER,11,2020-09-20
7,ST. LUCIE,45,2020-09-20
8,ST. JOHNS,14,2020-09-20
9,SEMINOLE,31,2020-09-20
10,SARASOTA,35,2020-09-20
11,SANTA ROSA,2,2020-09-20
12,PUTNAM,5,2020-09-20
13,POLK,112,2020-09-20
14,PINELLAS,93,2020-09-20
15,PASCO,35,2020-09-20
16,PALM BEACH,152,2020-09-20
17,OSCEOLA,47,2020-09-20
18,ORANGE,113,2020-09-20
19,OKEECHOBEE,11,2020-09-20
20,OKALOOSA,17,2020-09-20
21,NASSAU,1,2020-09-20
22,MONROE,2,2020-09-20
23,MIAMI-DADE,312,2020-09-20
24,MARTIN,13,2020-09-20
25,MARION,36,2020-09-20
26,MANATEE,14,2020-09-20
27,MADISON,0,2020-09-20
28,LEON,46,2020-09-20
29,LEE,64,2020-09-20
30,LAKE,36,2020-09-20
31,JACKSON,9,2020-09-20
32,INDIAN RIVER,3,2020-09-20
33,HOLMES,0,2020-09-20
34,HILLSBOROUGH,133,2020-09-20
35,HIGHLANDS,26,2020-09-20
36,HERNANDO,14,2020-09-20
37,HENDRY,2,2020-09-20
38,HARDEE,0,2020-09-20
39,GULF,0,2020-09-20
40,GADSDEN,44,2020-09-20
41,FRANKLIN,0,2020-09-20
42,FLAGLER,18,2020-09-20
43,ESCAMBIA,42,2020-09-20
44,DUVAL,146,2020-09-20
45,DESOTO,1,2020-09-20
46,COLUMBIA,18,2020-09-20
47,COLLIER,29,2020-09-20
48,CLAY,30,2020-09-20
49,CITRUS,21,2020-09-20
50,CHARLOTTE,31,2020-09-20
51,CALHOUN,0,2020-09-20
52,BROWARD,239,2020-09-20
53,BREVARD,46,2020-09-20
54,BRADFORD,0,2020-09-20
55,BAY,28,2020-09-20
56,BAKER,16,2020-09-20
57,ALACHUA,69,2020-09-20
