,County,COVID Hospitalizations,Date
0,WASHINGTON,8,2020-12-24
1,WALTON,17,2020-12-24
2,VOLUSIA,95,2020-12-24
3,UNION,0,2020-12-24
4,TAYLOR,0,2020-12-24
5,SUWANNEE,0,2020-12-24
6,SUMTER,45,2020-12-24
7,ST. LUCIE,97,2020-12-24
8,ST. JOHNS,26,2020-12-24
9,SEMINOLE,88,2020-12-24
10,SARASOTA,123,2020-12-24
11,SANTA ROSA,31,2020-12-24
12,PUTNAM,15,2020-12-24
13,POLK,190,2020-12-24
14,PINELLAS,265,2020-12-24
15,PASCO,162,2020-12-24
16,PALM BEACH,306,2020-12-24
17,OSCEOLA,121,2020-12-24
18,ORANGE,300,2020-12-24
19,OKEECHOBEE,9,2020-12-24
20,OKALOOSA,44,2020-12-24
21,NASSAU,14,2020-12-24
22,MONROE,3,2020-12-24
23,MIAMI-DADE,978,2020-12-24
24,MARTIN,34,2020-12-24
25,MARION,95,2020-12-24
26,MANATEE,69,2020-12-24
27,MADISON,0,2020-12-24
28,LEON,70,2020-12-24
29,LEE,118,2020-12-24
30,LAKE,133,2020-12-24
31,JACKSON,6,2020-12-24
32,INDIAN RIVER,28,2020-12-24
33,HOLMES,3,2020-12-24
34,HILLSBOROUGH,368,2020-12-24
35,HIGHLANDS,53,2020-12-24
36,HERNANDO,64,2020-12-24
37,HENDRY,3,2020-12-24
38,HARDEE,0,2020-12-24
39,GULF,3,2020-12-24
40,GADSDEN,0,2020-12-24
41,FRANKLIN,0,2020-12-24
42,FLAGLER,12,2020-12-24
43,ESCAMBIA,124,2020-12-24
44,DUVAL,330,2020-12-24
45,DESOTO,7,2020-12-24
46,COLUMBIA,23,2020-12-24
47,COLLIER,76,2020-12-24
48,CLAY,79,2020-12-24
49,CITRUS,38,2020-12-24
50,CHARLOTTE,92,2020-12-24
51,CALHOUN,0,2020-12-24
52,BROWARD,519,2020-12-24
53,BREVARD,89,2020-12-24
54,BRADFORD,0,2020-12-24
55,BAY,83,2020-12-24
56,BAKER,2,2020-12-24
57,ALACHUA,151,2020-12-24
