,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-07-19
1,WALTON,7,2020-07-19
2,VOLUSIA,155,2020-07-19
3,UNION,0,2020-07-19
4,TAYLOR,0,2020-07-19
5,SUWANNEE,0,2020-07-19
6,SUMTER,29,2020-07-19
7,ST. LUCIE,138,2020-07-19
8,ST. JOHNS,36,2020-07-19
9,SEMINOLE,171,2020-07-19
10,SARASOTA,157,2020-07-19
11,SANTA ROSA,21,2020-07-19
12,PUTNAM,15,2020-07-19
13,POLK,300,2020-07-19
14,PINELLAS,466,2020-07-19
15,PASCO,131,2020-07-19
16,PALM BEACH,618,2020-07-19
17,OSCEOLA,199,2020-07-19
18,ORANGE,612,2020-07-19
19,OKEECHOBEE,22,2020-07-19
20,OKALOOSA,43,2020-07-19
21,NASSAU,6,2020-07-19
22,MONROE,16,2020-07-19
23,MIAMI-DADE,2008,2020-07-19
24,MARTIN,48,2020-07-19
25,MARION,114,2020-07-19
26,MANATEE,112,2020-07-19
27,MADISON,1,2020-07-19
28,LEON,78,2020-07-19
29,LEE,252,2020-07-19
30,LAKE,123,2020-07-19
31,JACKSON,29,2020-07-19
32,INDIAN RIVER,23,2020-07-19
33,HOLMES,2,2020-07-19
34,HILLSBOROUGH,555,2020-07-19
35,HIGHLANDS,61,2020-07-19
36,HERNANDO,83,2020-07-19
37,HENDRY,9,2020-07-19
38,HARDEE,0,2020-07-19
39,GULF,0,2020-07-19
40,GADSDEN,5,2020-07-19
41,FRANKLIN,0,2020-07-19
42,FLAGLER,19,2020-07-19
43,ESCAMBIA,198,2020-07-19
44,DUVAL,521,2020-07-19
45,DESOTO,4,2020-07-19
46,COLUMBIA,25,2020-07-19
47,COLLIER,183,2020-07-19
48,CLAY,84,2020-07-19
49,CITRUS,30,2020-07-19
50,CHARLOTTE,45,2020-07-19
51,CALHOUN,1,2020-07-19
52,BROWARD,1240,2020-07-19
53,BREVARD,136,2020-07-19
54,BRADFORD,0,2020-07-19
55,BAY,79,2020-07-19
56,BAKER,33,2020-07-19
57,ALACHUA,117,2020-07-19
