,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-09-19
1,WALTON,2,2020-09-19
2,VOLUSIA,57,2020-09-19
3,UNION,13,2020-09-19
4,TAYLOR,0,2020-09-19
5,SUWANNEE,0,2020-09-19
6,SUMTER,11,2020-09-19
7,ST. LUCIE,37,2020-09-19
8,ST. JOHNS,14,2020-09-19
9,SEMINOLE,33,2020-09-19
10,SARASOTA,34,2020-09-19
11,SANTA ROSA,2,2020-09-19
12,PUTNAM,8,2020-09-19
13,POLK,110,2020-09-19
14,PINELLAS,98,2020-09-19
15,PASCO,30,2020-09-19
16,PALM BEACH,136,2020-09-19
17,OSCEOLA,43,2020-09-19
18,ORANGE,107,2020-09-19
19,OKEECHOBEE,13,2020-09-19
20,OKALOOSA,16,2020-09-19
21,NASSAU,1,2020-09-19
22,MONROE,2,2020-09-19
23,MIAMI-DADE,316,2020-09-19
24,MARTIN,16,2020-09-19
25,MARION,44,2020-09-19
26,MANATEE,11,2020-09-19
27,MADISON,0,2020-09-19
28,LEON,52,2020-09-19
29,LEE,58,2020-09-19
30,LAKE,33,2020-09-19
31,JACKSON,6,2020-09-19
32,INDIAN RIVER,3,2020-09-19
33,HOLMES,0,2020-09-19
34,HILLSBOROUGH,148,2020-09-19
35,HIGHLANDS,26,2020-09-19
36,HERNANDO,17,2020-09-19
37,HENDRY,2,2020-09-19
38,HARDEE,0,2020-09-19
39,GULF,0,2020-09-19
40,GADSDEN,44,2020-09-19
41,FRANKLIN,0,2020-09-19
42,FLAGLER,15,2020-09-19
43,ESCAMBIA,52,2020-09-19
44,DUVAL,137,2020-09-19
45,DESOTO,2,2020-09-19
46,COLUMBIA,12,2020-09-19
47,COLLIER,31,2020-09-19
48,CLAY,30,2020-09-19
49,CITRUS,22,2020-09-19
50,CHARLOTTE,30,2020-09-19
51,CALHOUN,0,2020-09-19
52,BROWARD,228,2020-09-19
53,BREVARD,50,2020-09-19
54,BRADFORD,0,2020-09-19
55,BAY,27,2020-09-19
56,BAKER,16,2020-09-19
57,ALACHUA,70,2020-09-19
