,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-11-03
1,WALTON,5,2020-11-03
2,VOLUSIA,49,2020-11-03
3,UNION,6,2020-11-03
4,TAYLOR,0,2020-11-03
5,SUWANNEE,0,2020-11-03
6,SUMTER,14,2020-11-03
7,ST. LUCIE,55,2020-11-03
8,ST. JOHNS,9,2020-11-03
9,SEMINOLE,47,2020-11-03
10,SARASOTA,54,2020-11-03
11,SANTA ROSA,5,2020-11-03
12,PUTNAM,7,2020-11-03
13,POLK,81,2020-11-03
14,PINELLAS,138,2020-11-03
15,PASCO,65,2020-11-03
16,PALM BEACH,162,2020-11-03
17,OSCEOLA,71,2020-11-03
18,ORANGE,141,2020-11-03
19,OKEECHOBEE,1,2020-11-03
20,OKALOOSA,33,2020-11-03
21,NASSAU,0,2020-11-03
22,MONROE,3,2020-11-03
23,MIAMI-DADE,323,2020-11-03
24,MARTIN,8,2020-11-03
25,MARION,26,2020-11-03
26,MANATEE,28,2020-11-03
27,MADISON,0,2020-11-03
28,LEON,43,2020-11-03
29,LEE,57,2020-11-03
30,LAKE,32,2020-11-03
31,JACKSON,9,2020-11-03
32,INDIAN RIVER,11,2020-11-03
33,HOLMES,0,2020-11-03
34,HILLSBOROUGH,188,2020-11-03
35,HIGHLANDS,32,2020-11-03
36,HERNANDO,27,2020-11-03
37,HENDRY,1,2020-11-03
38,HARDEE,0,2020-11-03
39,GULF,1,2020-11-03
40,GADSDEN,0,2020-11-03
41,FRANKLIN,0,2020-11-03
42,FLAGLER,9,2020-11-03
43,ESCAMBIA,51,2020-11-03
44,DUVAL,153,2020-11-03
45,DESOTO,1,2020-11-03
46,COLUMBIA,20,2020-11-03
47,COLLIER,47,2020-11-03
48,CLAY,26,2020-11-03
49,CITRUS,22,2020-11-03
50,CHARLOTTE,30,2020-11-03
51,CALHOUN,0,2020-11-03
52,BROWARD,251,2020-11-03
53,BREVARD,61,2020-11-03
54,BRADFORD,0,2020-11-03
55,BAY,18,2020-11-03
56,BAKER,3,2020-11-03
57,ALACHUA,59,2020-11-03
