,County,COVID Hospitalizations,Date
0,ALACHUA,86,2020-07-09
1,BAKER,12,2020-07-09
2,BAY,30,2020-07-09
3,BRADFORD,0,2020-07-09
4,BREVARD,98,2020-07-09
5,BROWARD,942,2020-07-09
6,CALHOUN,0,2020-07-09
7,CHARLOTTE,29,2020-07-09
8,CITRUS,12,2020-07-09
9,CLAY,45,2020-07-09
10,COLLIER,160,2020-07-09
11,COLUMBIA,22,2020-07-09
12,DESOTO,4,2020-07-09
13,DUVAL,428,2020-07-09
14,ESCAMBIA,118,2020-07-09
15,FLAGLER,9,2020-07-09
16,FRANKLIN,0,2020-07-09
17,GADSDEN,0,2020-07-09
18,GULF,1,2020-07-09
19,HARDEE,0,2020-07-09
20,HENDRY,3,2020-07-09
21,HERNANDO,42,2020-07-09
22,HIGHLANDS,-9,2020-07-09
23,HILLSBOROUGH,282,2020-07-09
24,HOLMES,0,2020-07-09
25,INDIAN RIVER,24,2020-07-09
26,JACKSON,21,2020-07-09
27,LAKE,127,2020-07-09
28,LEE,262,2020-07-09
29,LEON,57,2020-07-09
30,MADISON,0,2020-07-09
31,MANATEE,80,2020-07-09
32,MARION,79,2020-07-09
33,MARTIN,45,2020-07-09
34,MIAMI-DADE,1564,2020-07-09
35,MONROE,9,2020-07-09
36,NASSAU,6,2020-07-09
37,OKALOOSA,24,2020-07-09
38,OKEECHOBEE,10,2020-07-09
39,ORANGE,489,2020-07-09
40,OSCEOLA,170,2020-07-09
41,PALM BEACH,559,2020-07-09
42,PASCO,76,2020-07-09
43,PINELLAS,187,2020-07-09
44,POLK,130,2020-07-09
45,PUTNAM,9,2020-07-09
46,SANTA ROSA,16,2020-07-09
47,SARASOTA,121,2020-07-09
48,SEMINOLE,143,2020-07-09
49,ST. JOHNS,28,2020-07-09
50,ST. LUCIE,99,2020-07-09
51,SUMTER,15,2020-07-09
52,SUWANNEE,0,2020-07-09
53,TAYLOR,0,2020-07-09
54,UNION,0,2020-07-09
55,VOLUSIA,119,2020-07-09
56,WALTON,9,2020-07-09
57,WASHINGTON,2,2020-07-09
58,Grand Total,6794,2020-07-09
