,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-12-15
1,WALTON,11,2020-12-15
2,VOLUSIA,110,2020-12-15
3,UNION,0,2020-12-15
4,TAYLOR,0,2020-12-15
5,SUWANNEE,0,2020-12-15
6,SUMTER,37,2020-12-15
7,ST. LUCIE,81,2020-12-15
8,ST. JOHNS,14,2020-12-15
9,SEMINOLE,68,2020-12-15
10,SARASOTA,125,2020-12-15
11,SANTA ROSA,15,2020-12-15
12,PUTNAM,20,2020-12-15
13,POLK,155,2020-12-15
14,PINELLAS,241,2020-12-15
15,PASCO,136,2020-12-15
16,PALM BEACH,283,2020-12-15
17,OSCEOLA,119,2020-12-15
18,ORANGE,234,2020-12-15
19,OKEECHOBEE,10,2020-12-15
20,OKALOOSA,45,2020-12-15
21,NASSAU,9,2020-12-15
22,MONROE,5,2020-12-15
23,MIAMI-DADE,932,2020-12-15
24,MARTIN,30,2020-12-15
25,MARION,65,2020-12-15
26,MANATEE,54,2020-12-15
27,MADISON,0,2020-12-15
28,LEON,48,2020-12-15
29,LEE,124,2020-12-15
30,LAKE,114,2020-12-15
31,JACKSON,21,2020-12-15
32,INDIAN RIVER,16,2020-12-15
33,HOLMES,5,2020-12-15
34,HILLSBOROUGH,300,2020-12-15
35,HIGHLANDS,60,2020-12-15
36,HERNANDO,65,2020-12-15
37,HENDRY,2,2020-12-15
38,HARDEE,0,2020-12-15
39,GULF,1,2020-12-15
40,GADSDEN,0,2020-12-15
41,FRANKLIN,0,2020-12-15
42,FLAGLER,10,2020-12-15
43,ESCAMBIA,126,2020-12-15
44,DUVAL,286,2020-12-15
45,DESOTO,4,2020-12-15
46,COLUMBIA,21,2020-12-15
47,COLLIER,109,2020-12-15
48,CLAY,61,2020-12-15
49,CITRUS,48,2020-12-15
50,CHARLOTTE,91,2020-12-15
51,CALHOUN,1,2020-12-15
52,BROWARD,514,2020-12-15
53,BREVARD,86,2020-12-15
54,BRADFORD,0,2020-12-15
55,BAY,62,2020-12-15
56,BAKER,7,2020-12-15
57,ALACHUA,116,2020-12-15
