,County,COVID Hospitalizations,Date
0,WASHINGTON,8,2021-01-03
1,WALTON,21,2021-01-03
2,VOLUSIA,108,2021-01-03
3,UNION,2,2021-01-03
4,TAYLOR,0,2021-01-03
5,SUWANNEE,0,2021-01-03
6,SUMTER,74,2021-01-03
7,ST. LUCIE,109,2021-01-03
8,ST. JOHNS,41,2021-01-03
9,SEMINOLE,120,2021-01-03
10,SARASOTA,129,2021-01-03
11,SANTA ROSA,16,2021-01-03
12,PUTNAM,11,2021-01-03
13,POLK,288,2021-01-03
14,PINELLAS,379,2021-01-03
15,PASCO,190,2021-01-03
16,PALM BEACH,375,2021-01-03
17,OSCEOLA,160,2021-01-03
18,ORANGE,386,2021-01-03
19,OKEECHOBEE,17,2021-01-03
20,OKALOOSA,60,2021-01-03
21,NASSAU,12,2021-01-03
22,MONROE,2,2021-01-03
23,MIAMI-DADE,1060,2021-01-03
24,MARTIN,34,2021-01-03
25,MARION,138,2021-01-03
26,MANATEE,90,2021-01-03
27,MADISON,2,2021-01-03
28,LEON,108,2021-01-03
29,LEE,140,2021-01-03
30,LAKE,179,2021-01-03
31,JACKSON,14,2021-01-03
32,INDIAN RIVER,48,2021-01-03
33,HOLMES,3,2021-01-03
34,HILLSBOROUGH,431,2021-01-03
35,HIGHLANDS,51,2021-01-03
36,HERNANDO,98,2021-01-03
37,HENDRY,5,2021-01-03
38,HARDEE,0,2021-01-03
39,GULF,3,2021-01-03
40,GADSDEN,0,2021-01-03
41,FRANKLIN,0,2021-01-03
42,FLAGLER,20,2021-01-03
43,ESCAMBIA,187,2021-01-03
44,DUVAL,443,2021-01-03
45,DESOTO,8,2021-01-03
46,COLUMBIA,31,2021-01-03
47,COLLIER,88,2021-01-03
48,CLAY,115,2021-01-03
49,CITRUS,59,2021-01-03
50,CHARLOTTE,96,2021-01-03
51,CALHOUN,0,2021-01-03
52,BROWARD,598,2021-01-03
53,BREVARD,118,2021-01-03
54,BRADFORD,0,2021-01-03
55,BAY,79,2021-01-03
56,BAKER,1,2021-01-03
57,ALACHUA,215,2021-01-03
