,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-11-05
1,WALTON,9,2020-11-05
2,VOLUSIA,57,2020-11-05
3,UNION,4,2020-11-05
4,TAYLOR,0,2020-11-05
5,SUWANNEE,0,2020-11-05
6,SUMTER,15,2020-11-05
7,ST. LUCIE,50,2020-11-05
8,ST. JOHNS,7,2020-11-05
9,SEMINOLE,51,2020-11-05
10,SARASOTA,62,2020-11-05
11,SANTA ROSA,7,2020-11-05
12,PUTNAM,6,2020-11-05
13,POLK,78,2020-11-05
14,PINELLAS,139,2020-11-05
15,PASCO,58,2020-11-05
16,PALM BEACH,161,2020-11-05
17,OSCEOLA,61,2020-11-05
18,ORANGE,124,2020-11-05
19,OKEECHOBEE,0,2020-11-05
20,OKALOOSA,34,2020-11-05
21,NASSAU,3,2020-11-05
22,MONROE,3,2020-11-05
23,MIAMI-DADE,340,2020-11-05
24,MARTIN,3,2020-11-05
25,MARION,31,2020-11-05
26,MANATEE,34,2020-11-05
27,MADISON,0,2020-11-05
28,LEON,42,2020-11-05
29,LEE,64,2020-11-05
30,LAKE,31,2020-11-05
31,JACKSON,13,2020-11-05
32,INDIAN RIVER,18,2020-11-05
33,HOLMES,1,2020-11-05
34,HILLSBOROUGH,184,2020-11-05
35,HIGHLANDS,33,2020-11-05
36,HERNANDO,31,2020-11-05
37,HENDRY,1,2020-11-05
38,HARDEE,0,2020-11-05
39,GULF,2,2020-11-05
40,GADSDEN,0,2020-11-05
41,FRANKLIN,0,2020-11-05
42,FLAGLER,7,2020-11-05
43,ESCAMBIA,51,2020-11-05
44,DUVAL,145,2020-11-05
45,DESOTO,2,2020-11-05
46,COLUMBIA,20,2020-11-05
47,COLLIER,46,2020-11-05
48,CLAY,23,2020-11-05
49,CITRUS,22,2020-11-05
50,CHARLOTTE,37,2020-11-05
51,CALHOUN,0,2020-11-05
52,BROWARD,270,2020-11-05
53,BREVARD,66,2020-11-05
54,BRADFORD,0,2020-11-05
55,BAY,15,2020-11-05
56,BAKER,2,2020-11-05
57,ALACHUA,60,2020-11-05
