,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-09-22
1,WALTON,3,2020-09-22
2,VOLUSIA,63,2020-09-22
3,UNION,10,2020-09-22
4,TAYLOR,0,2020-09-22
5,SUWANNEE,0,2020-09-22
6,SUMTER,12,2020-09-22
7,ST. LUCIE,49,2020-09-22
8,ST. JOHNS,11,2020-09-22
9,SEMINOLE,35,2020-09-22
10,SARASOTA,39,2020-09-22
11,SANTA ROSA,1,2020-09-22
12,PUTNAM,5,2020-09-22
13,POLK,117,2020-09-22
14,PINELLAS,106,2020-09-22
15,PASCO,36,2020-09-22
16,PALM BEACH,149,2020-09-22
17,OSCEOLA,48,2020-09-22
18,ORANGE,114,2020-09-22
19,OKEECHOBEE,14,2020-09-22
20,OKALOOSA,16,2020-09-22
21,NASSAU,2,2020-09-22
22,MONROE,2,2020-09-22
23,MIAMI-DADE,315,2020-09-22
24,MARTIN,17,2020-09-22
25,MARION,38,2020-09-22
26,MANATEE,15,2020-09-22
27,MADISON,0,2020-09-22
28,LEON,54,2020-09-22
29,LEE,60,2020-09-22
30,LAKE,30,2020-09-22
31,JACKSON,9,2020-09-22
32,INDIAN RIVER,3,2020-09-22
33,HOLMES,0,2020-09-22
34,HILLSBOROUGH,143,2020-09-22
35,HIGHLANDS,28,2020-09-22
36,HERNANDO,17,2020-09-22
37,HENDRY,2,2020-09-22
38,HARDEE,0,2020-09-22
39,GULF,0,2020-09-22
40,GADSDEN,22,2020-09-22
41,FRANKLIN,0,2020-09-22
42,FLAGLER,14,2020-09-22
43,ESCAMBIA,44,2020-09-22
44,DUVAL,138,2020-09-22
45,DESOTO,0,2020-09-22
46,COLUMBIA,16,2020-09-22
47,COLLIER,33,2020-09-22
48,CLAY,29,2020-09-22
49,CITRUS,23,2020-09-22
50,CHARLOTTE,36,2020-09-22
51,CALHOUN,0,2020-09-22
52,BROWARD,242,2020-09-22
53,BREVARD,50,2020-09-22
54,BRADFORD,0,2020-09-22
55,BAY,20,2020-09-22
56,BAKER,11,2020-09-22
57,ALACHUA,77,2020-09-22
