,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-10-15
1,WALTON,3,2020-10-15
2,VOLUSIA,58,2020-10-15
3,UNION,16,2020-10-15
4,TAYLOR,0,2020-10-15
5,SUWANNEE,0,2020-10-15
6,SUMTER,18,2020-10-15
7,ST. LUCIE,36,2020-10-15
8,ST. JOHNS,8,2020-10-15
9,SEMINOLE,23,2020-10-15
10,SARASOTA,35,2020-10-15
11,SANTA ROSA,2,2020-10-15
12,PUTNAM,3,2020-10-15
13,POLK,80,2020-10-15
14,PINELLAS,113,2020-10-15
15,PASCO,44,2020-10-15
16,PALM BEACH,115,2020-10-15
17,OSCEOLA,71,2020-10-15
18,ORANGE,141,2020-10-15
19,OKEECHOBEE,8,2020-10-15
20,OKALOOSA,16,2020-10-15
21,NASSAU,3,2020-10-15
22,MONROE,8,2020-10-15
23,MIAMI-DADE,285,2020-10-15
24,MARTIN,10,2020-10-15
25,MARION,21,2020-10-15
26,MANATEE,33,2020-10-15
27,MADISON,0,2020-10-15
28,LEON,42,2020-10-15
29,LEE,34,2020-10-15
30,LAKE,40,2020-10-15
31,JACKSON,6,2020-10-15
32,INDIAN RIVER,7,2020-10-15
33,HOLMES,0,2020-10-15
34,HILLSBOROUGH,155,2020-10-15
35,HIGHLANDS,22,2020-10-15
36,HERNANDO,25,2020-10-15
37,HENDRY,2,2020-10-15
38,HARDEE,0,2020-10-15
39,GULF,0,2020-10-15
40,GADSDEN,8,2020-10-15
41,FRANKLIN,0,2020-10-15
42,FLAGLER,8,2020-10-15
43,ESCAMBIA,35,2020-10-15
44,DUVAL,121,2020-10-15
45,DESOTO,0,2020-10-15
46,COLUMBIA,25,2020-10-15
47,COLLIER,28,2020-10-15
48,CLAY,32,2020-10-15
49,CITRUS,10,2020-10-15
50,CHARLOTTE,25,2020-10-15
51,CALHOUN,2,2020-10-15
52,BROWARD,183,2020-10-15
53,BREVARD,75,2020-10-15
54,BRADFORD,0,2020-10-15
55,BAY,17,2020-10-15
56,BAKER,1,2020-10-15
57,ALACHUA,58,2020-10-15
