,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-08-11
1,WALTON,9,2020-08-11
2,VOLUSIA,123,2020-08-11
3,UNION,0,2020-08-11
4,TAYLOR,1,2020-08-11
5,SUWANNEE,0,2020-08-11
6,SUMTER,18,2020-08-11
7,ST. LUCIE,112,2020-08-11
8,ST. JOHNS,28,2020-08-11
9,SEMINOLE,94,2020-08-11
10,SARASOTA,79,2020-08-11
11,SANTA ROSA,20,2020-08-11
12,PUTNAM,9,2020-08-11
13,POLK,206,2020-08-11
14,PINELLAS,255,2020-08-11
15,PASCO,73,2020-08-11
16,PALM BEACH,398,2020-08-11
17,OSCEOLA,111,2020-08-11
18,ORANGE,295,2020-08-11
19,OKEECHOBEE,14,2020-08-11
20,OKALOOSA,47,2020-08-11
21,NASSAU,4,2020-08-11
22,MONROE,8,2020-08-11
23,MIAMI-DADE,1293,2020-08-11
24,MARTIN,22,2020-08-11
25,MARION,108,2020-08-11
26,MANATEE,76,2020-08-11
27,MADISON,0,2020-08-11
28,LEON,83,2020-08-11
29,LEE,172,2020-08-11
30,LAKE,77,2020-08-11
31,JACKSON,17,2020-08-11
32,INDIAN RIVER,24,2020-08-11
33,HOLMES,2,2020-08-11
34,HILLSBOROUGH,336,2020-08-11
35,HIGHLANDS,51,2020-08-11
36,HERNANDO,49,2020-08-11
37,HENDRY,7,2020-08-11
38,HARDEE,0,2020-08-11
39,GULF,4,2020-08-11
40,GADSDEN,126,2020-08-11
41,FRANKLIN,0,2020-08-11
42,FLAGLER,15,2020-08-11
43,ESCAMBIA,163,2020-08-11
44,DUVAL,342,2020-08-11
45,DESOTO,2,2020-08-11
46,COLUMBIA,35,2020-08-11
47,COLLIER,117,2020-08-11
48,CLAY,59,2020-08-11
49,CITRUS,27,2020-08-11
50,CHARLOTTE,37,2020-08-11
51,CALHOUN,1,2020-08-11
52,BROWARD,864,2020-08-11
53,BREVARD,112,2020-08-11
54,BRADFORD,0,2020-08-11
55,BAY,70,2020-08-11
56,BAKER,4,2020-08-11
57,ALACHUA,126,2020-08-11
