,County,COVID Hospitalizations,Date
0,WASHINGTON,12,2020-12-06
1,WALTON,8,2020-12-06
2,VOLUSIA,104,2020-12-06
3,UNION,0,2020-12-06
4,TAYLOR,0,2020-12-06
5,SUWANNEE,0,2020-12-06
6,SUMTER,23,2020-12-06
7,ST. LUCIE,57,2020-12-06
8,ST. JOHNS,20,2020-12-06
9,SEMINOLE,61,2020-12-06
10,SARASOTA,132,2020-12-06
11,SANTA ROSA,17,2020-12-06
12,PUTNAM,9,2020-12-06
13,POLK,145,2020-12-06
14,PINELLAS,204,2020-12-06
15,PASCO,127,2020-12-06
16,PALM BEACH,275,2020-12-06
17,OSCEOLA,97,2020-12-06
18,ORANGE,186,2020-12-06
19,OKEECHOBEE,8,2020-12-06
20,OKALOOSA,56,2020-12-06
21,NASSAU,9,2020-12-06
22,MONROE,4,2020-12-06
23,MIAMI-DADE,785,2020-12-06
24,MARTIN,20,2020-12-06
25,MARION,59,2020-12-06
26,MANATEE,60,2020-12-06
27,MADISON,0,2020-12-06
28,LEON,35,2020-12-06
29,LEE,124,2020-12-06
30,LAKE,81,2020-12-06
31,JACKSON,16,2020-12-06
32,INDIAN RIVER,18,2020-12-06
33,HOLMES,2,2020-12-06
34,HILLSBOROUGH,266,2020-12-06
35,HIGHLANDS,59,2020-12-06
36,HERNANDO,51,2020-12-06
37,HENDRY,1,2020-12-06
38,HARDEE,0,2020-12-06
39,GULF,0,2020-12-06
40,GADSDEN,0,2020-12-06
41,FRANKLIN,0,2020-12-06
42,FLAGLER,19,2020-12-06
43,ESCAMBIA,99,2020-12-06
44,DUVAL,222,2020-12-06
45,DESOTO,6,2020-12-06
46,COLUMBIA,19,2020-12-06
47,COLLIER,85,2020-12-06
48,CLAY,46,2020-12-06
49,CITRUS,54,2020-12-06
50,CHARLOTTE,75,2020-12-06
51,CALHOUN,1,2020-12-06
52,BROWARD,435,2020-12-06
53,BREVARD,67,2020-12-06
54,BRADFORD,0,2020-12-06
55,BAY,42,2020-12-06
56,BAKER,4,2020-12-06
57,ALACHUA,95,2020-12-06
