,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-11-17
1,WALTON,6,2020-11-17
2,VOLUSIA,84,2020-11-17
3,UNION,2,2020-11-17
4,TAYLOR,1,2020-11-17
5,SUWANNEE,0,2020-11-17
6,SUMTER,13,2020-11-17
7,ST. LUCIE,39,2020-11-17
8,ST. JOHNS,12,2020-11-17
9,SEMINOLE,46,2020-11-17
10,SARASOTA,103,2020-11-17
11,SANTA ROSA,14,2020-11-17
12,PUTNAM,8,2020-11-17
13,POLK,105,2020-11-17
14,PINELLAS,164,2020-11-17
15,PASCO,78,2020-11-17
16,PALM BEACH,244,2020-11-17
17,OSCEOLA,77,2020-11-17
18,ORANGE,177,2020-11-17
19,OKEECHOBEE,6,2020-11-17
20,OKALOOSA,44,2020-11-17
21,NASSAU,3,2020-11-17
22,MONROE,9,2020-11-17
23,MIAMI-DADE,466,2020-11-17
24,MARTIN,12,2020-11-17
25,MARION,51,2020-11-17
26,MANATEE,35,2020-11-17
27,MADISON,0,2020-11-17
28,LEON,40,2020-11-17
29,LEE,85,2020-11-17
30,LAKE,47,2020-11-17
31,JACKSON,21,2020-11-17
32,INDIAN RIVER,13,2020-11-17
33,HOLMES,1,2020-11-17
34,HILLSBOROUGH,225,2020-11-17
35,HIGHLANDS,68,2020-11-17
36,HERNANDO,51,2020-11-17
37,HENDRY,0,2020-11-17
38,HARDEE,0,2020-11-17
39,GULF,0,2020-11-17
40,GADSDEN,0,2020-11-17
41,FRANKLIN,0,2020-11-17
42,FLAGLER,8,2020-11-17
43,ESCAMBIA,72,2020-11-17
44,DUVAL,198,2020-11-17
45,DESOTO,10,2020-11-17
46,COLUMBIA,17,2020-11-17
47,COLLIER,65,2020-11-17
48,CLAY,32,2020-11-17
49,CITRUS,50,2020-11-17
50,CHARLOTTE,42,2020-11-17
51,CALHOUN,0,2020-11-17
52,BROWARD,324,2020-11-17
53,BREVARD,78,2020-11-17
54,BRADFORD,0,2020-11-17
55,BAY,30,2020-11-17
56,BAKER,0,2020-11-17
57,ALACHUA,89,2020-11-17
