,County,COVID Hospitalizations,Date
57,ALACHUA,126,2020-08-07
56,BAKER,20,2020-08-07
55,BAY,84,2020-08-07
54,BRADFORD,0,2020-08-07
53,BREVARD,91,2020-08-07
52,BROWARD,1021,2020-08-07
51,CALHOUN,1,2020-08-07
50,CHARLOTTE,41,2020-08-07
49,CITRUS,28,2020-08-07
48,CLAY,-21,2020-08-07
47,COLLIER,134,2020-08-07
46,COLUMBIA,23,2020-08-07
45,DESOTO,2,2020-08-07
44,DUVAL,372,2020-08-07
43,ESCAMBIA,164,2020-08-07
42,FLAGLER,15,2020-08-07
41,FRANKLIN,0,2020-08-07
40,GADSDEN,120,2020-08-07
39,GULF,5,2020-08-07
38,HARDEE,0,2020-08-07
37,HENDRY,10,2020-08-07
36,HERNANDO,55,2020-08-07
35,HIGHLANDS,53,2020-08-07
34,HILLSBOROUGH,383,2020-08-07
33,HOLMES,1,2020-08-07
32,INDIAN RIVER,20,2020-08-07
31,JACKSON,19,2020-08-07
30,LAKE,83,2020-08-07
29,LEE,206,2020-08-07
28,LEON,91,2020-08-07
27,MADISON,0,2020-08-07
26,MANATEE,79,2020-08-07
25,MARION,98,2020-08-07
24,MARTIN,26,2020-08-07
23,MIAMI-DADE,1600,2020-08-07
22,MONROE,10,2020-08-07
21,NASSAU,3,2020-08-07
20,OKALOOSA,48,2020-08-07
19,OKEECHOBEE,11,2020-08-07
18,ORANGE,350,2020-08-07
17,OSCEOLA,136,2020-08-07
16,PALM BEACH,436,2020-08-07
15,PASCO,96,2020-08-07
14,PINELLAS,279,2020-08-07
13,POLK,251,2020-08-07
12,PUTNAM,11,2020-08-07
11,SANTA ROSA,17,2020-08-07
10,SARASOTA,88,2020-08-07
9,SEMINOLE,112,2020-08-07
8,ST. JOHNS,28,2020-08-07
7,ST. LUCIE,142,2020-08-07
6,SUMTER,25,2020-08-07
5,SUWANNEE,0,2020-08-07
4,TAYLOR,0,2020-08-07
3,UNION,0,2020-08-07
2,VOLUSIA,131,2020-08-07
1,WALTON,13,2020-08-07
0,WASHINGTON,8,2020-08-07
