,County,COVID Hospitalizations,Date
0,WASHINGTON,11,2020-12-03
1,WALTON,9,2020-12-03
2,VOLUSIA,95,2020-12-03
3,UNION,0,2020-12-03
4,TAYLOR,2,2020-12-03
5,SUWANNEE,0,2020-12-03
6,SUMTER,22,2020-12-03
7,ST. LUCIE,60,2020-12-03
8,ST. JOHNS,22,2020-12-03
9,SEMINOLE,63,2020-12-03
10,SARASOTA,99,2020-12-03
11,SANTA ROSA,15,2020-12-03
12,PUTNAM,5,2020-12-03
13,POLK,132,2020-12-03
14,PINELLAS,185,2020-12-03
15,PASCO,114,2020-12-03
16,PALM BEACH,274,2020-12-03
17,OSCEOLA,98,2020-12-03
18,ORANGE,182,2020-12-03
19,OKEECHOBEE,10,2020-12-03
20,OKALOOSA,52,2020-12-03
21,NASSAU,6,2020-12-03
22,MONROE,8,2020-12-03
23,MIAMI-DADE,782,2020-12-03
24,MARTIN,20,2020-12-03
25,MARION,55,2020-12-03
26,MANATEE,50,2020-12-03
27,MADISON,0,2020-12-03
28,LEON,41,2020-12-03
29,LEE,123,2020-12-03
30,LAKE,84,2020-12-03
31,JACKSON,19,2020-12-03
32,INDIAN RIVER,18,2020-12-03
33,HOLMES,2,2020-12-03
34,HILLSBOROUGH,248,2020-12-03
35,HIGHLANDS,55,2020-12-03
36,HERNANDO,52,2020-12-03
37,HENDRY,4,2020-12-03
38,HARDEE,0,2020-12-03
39,GULF,0,2020-12-03
40,GADSDEN,0,2020-12-03
41,FRANKLIN,0,2020-12-03
42,FLAGLER,14,2020-12-03
43,ESCAMBIA,92,2020-12-03
44,DUVAL,230,2020-12-03
45,DESOTO,3,2020-12-03
46,COLUMBIA,19,2020-12-03
47,COLLIER,88,2020-12-03
48,CLAY,40,2020-12-03
49,CITRUS,65,2020-12-03
50,CHARLOTTE,69,2020-12-03
51,CALHOUN,0,2020-12-03
52,BROWARD,432,2020-12-03
53,BREVARD,69,2020-12-03
54,BRADFORD,0,2020-12-03
55,BAY,39,2020-12-03
56,BAKER,1,2020-12-03
57,ALACHUA,109,2020-12-03
