,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-07-28
1,WALTON,12,2020-07-28
2,VOLUSIA,145,2020-07-28
3,UNION,0,2020-07-28
4,TAYLOR,0,2020-07-28
5,SUWANNEE,0,2020-07-28
6,SUMTER,29,2020-07-28
7,ST. LUCIE,149,2020-07-28
8,ST. JOHNS,36,2020-07-28
9,SEMINOLE,146,2020-07-28
10,SARASOTA,145,2020-07-28
11,SANTA ROSA,24,2020-07-28
12,PUTNAM,17,2020-07-28
13,POLK,290,2020-07-28
14,PINELLAS,392,2020-07-28
15,PASCO,108,2020-07-28
16,PALM BEACH,598,2020-07-28
17,OSCEOLA,169,2020-07-28
18,ORANGE,521,2020-07-28
19,OKEECHOBEE,13,2020-07-28
20,OKALOOSA,51,2020-07-28
21,NASSAU,2,2020-07-28
22,MONROE,18,2020-07-28
23,MIAMI-DADE,2014,2020-07-28
24,MARTIN,31,2020-07-28
25,MARION,119,2020-07-28
26,MANATEE,123,2020-07-28
27,MADISON,0,2020-07-28
28,LEON,78,2020-07-28
29,LEE,198,2020-07-28
30,LAKE,101,2020-07-28
31,JACKSON,21,2020-07-28
32,INDIAN RIVER,20,2020-07-28
33,HOLMES,1,2020-07-28
34,HILLSBOROUGH,483,2020-07-28
35,HIGHLANDS,54,2020-07-28
36,HERNANDO,68,2020-07-28
37,HENDRY,8,2020-07-28
38,HARDEE,0,2020-07-28
39,GULF,4,2020-07-28
40,GADSDEN,34,2020-07-28
41,FRANKLIN,0,2020-07-28
42,FLAGLER,21,2020-07-28
43,ESCAMBIA,207,2020-07-28
44,DUVAL,512,2020-07-28
45,DESOTO,2,2020-07-28
46,COLUMBIA,33,2020-07-28
47,COLLIER,147,2020-07-28
48,CLAY,85,2020-07-28
49,CITRUS,26,2020-07-28
50,CHARLOTTE,61,2020-07-28
51,CALHOUN,0,2020-07-28
52,BROWARD,1285,2020-07-28
53,BREVARD,124,2020-07-28
54,BRADFORD,0,2020-07-28
55,BAY,79,2020-07-28
56,BAKER,35,2020-07-28
57,ALACHUA,131,2020-07-28
