,County,COVID Hospitalizations,Date
0,WASHINGTON,0,2020-11-21
1,WALTON,9,2020-11-21
2,VOLUSIA,75,2020-11-21
3,UNION,1,2020-11-21
4,TAYLOR,0,2020-11-21
5,SUWANNEE,0,2020-11-21
6,SUMTER,15,2020-11-21
7,ST. LUCIE,39,2020-11-21
8,ST. JOHNS,14,2020-11-21
9,SEMINOLE,52,2020-11-21
10,SARASOTA,107,2020-11-21
11,SANTA ROSA,12,2020-11-21
12,PUTNAM,10,2020-11-21
13,POLK,114,2020-11-21
14,PINELLAS,144,2020-11-21
15,PASCO,105,2020-11-21
16,PALM BEACH,239,2020-11-21
17,OSCEOLA,91,2020-11-21
18,ORANGE,175,2020-11-21
19,OKEECHOBEE,12,2020-11-21
20,OKALOOSA,37,2020-11-21
21,NASSAU,0,2020-11-21
22,MONROE,9,2020-11-21
23,MIAMI-DADE,473,2020-11-21
24,MARTIN,12,2020-11-21
25,MARION,48,2020-11-21
26,MANATEE,37,2020-11-21
27,MADISON,0,2020-11-21
28,LEON,33,2020-11-21
29,LEE,94,2020-11-21
30,LAKE,50,2020-11-21
31,JACKSON,22,2020-11-21
32,INDIAN RIVER,12,2020-11-21
33,HOLMES,1,2020-11-21
34,HILLSBOROUGH,241,2020-11-21
35,HIGHLANDS,68,2020-11-21
36,HERNANDO,49,2020-11-21
37,HENDRY,1,2020-11-21
38,HARDEE,0,2020-11-21
39,GULF,1,2020-11-21
40,GADSDEN,0,2020-11-21
41,FRANKLIN,0,2020-11-21
42,FLAGLER,8,2020-11-21
43,ESCAMBIA,55,2020-11-21
44,DUVAL,180,2020-11-21
45,DESOTO,16,2020-11-21
46,COLUMBIA,18,2020-11-21
47,COLLIER,74,2020-11-21
48,CLAY,41,2020-11-21
49,CITRUS,65,2020-11-21
50,CHARLOTTE,34,2020-11-21
51,CALHOUN,0,2020-11-21
52,BROWARD,319,2020-11-21
53,BREVARD,69,2020-11-21
54,BRADFORD,0,2020-11-21
55,BAY,25,2020-11-21
56,BAKER,4,2020-11-21
57,ALACHUA,86,2020-11-21
