,County,COVID Hospitalizations,Date
0,WASHINGTON,0,2020-10-29
1,WALTON,9,2020-10-29
2,VOLUSIA,60,2020-10-29
3,UNION,8,2020-10-29
4,TAYLOR,0,2020-10-29
5,SUWANNEE,0,2020-10-29
6,SUMTER,10,2020-10-29
7,ST. LUCIE,46,2020-10-29
8,ST. JOHNS,5,2020-10-29
9,SEMINOLE,38,2020-10-29
10,SARASOTA,42,2020-10-29
11,SANTA ROSA,3,2020-10-29
12,PUTNAM,7,2020-10-29
13,POLK,81,2020-10-29
14,PINELLAS,122,2020-10-29
15,PASCO,50,2020-10-29
16,PALM BEACH,138,2020-10-29
17,OSCEOLA,81,2020-10-29
18,ORANGE,140,2020-10-29
19,OKEECHOBEE,5,2020-10-29
20,OKALOOSA,21,2020-10-29
21,NASSAU,2,2020-10-29
22,MONROE,5,2020-10-29
23,MIAMI-DADE,338,2020-10-29
24,MARTIN,5,2020-10-29
25,MARION,27,2020-10-29
26,MANATEE,22,2020-10-29
27,MADISON,0,2020-10-29
28,LEON,44,2020-10-29
29,LEE,65,2020-10-29
30,LAKE,35,2020-10-29
31,JACKSON,7,2020-10-29
32,INDIAN RIVER,10,2020-10-29
33,HOLMES,4,2020-10-29
34,HILLSBOROUGH,153,2020-10-29
35,HIGHLANDS,31,2020-10-29
36,HERNANDO,32,2020-10-29
37,HENDRY,1,2020-10-29
38,HARDEE,0,2020-10-29
39,GULF,1,2020-10-29
40,GADSDEN,4,2020-10-29
41,FRANKLIN,0,2020-10-29
42,FLAGLER,5,2020-10-29
43,ESCAMBIA,42,2020-10-29
44,DUVAL,131,2020-10-29
45,DESOTO,0,2020-10-29
46,COLUMBIA,15,2020-10-29
47,COLLIER,43,2020-10-29
48,CLAY,21,2020-10-29
49,CITRUS,25,2020-10-29
50,CHARLOTTE,40,2020-10-29
51,CALHOUN,1,2020-10-29
52,BROWARD,205,2020-10-29
53,BREVARD,68,2020-10-29
54,BRADFORD,0,2020-10-29
55,BAY,22,2020-10-29
56,BAKER,4,2020-10-29
57,ALACHUA,74,2020-10-29
