,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-10-10
1,WALTON,7,2020-10-10
2,VOLUSIA,64,2020-10-10
3,UNION,16,2020-10-10
4,TAYLOR,0,2020-10-10
5,SUWANNEE,0,2020-10-10
6,SUMTER,19,2020-10-10
7,ST. LUCIE,51,2020-10-10
8,ST. JOHNS,10,2020-10-10
9,SEMINOLE,24,2020-10-10
10,SARASOTA,32,2020-10-10
11,SANTA ROSA,6,2020-10-10
12,PUTNAM,2,2020-10-10
13,POLK,75,2020-10-10
14,PINELLAS,112,2020-10-10
15,PASCO,40,2020-10-10
16,PALM BEACH,113,2020-10-10
17,OSCEOLA,66,2020-10-10
18,ORANGE,152,2020-10-10
19,OKEECHOBEE,10,2020-10-10
20,OKALOOSA,13,2020-10-10
21,NASSAU,2,2020-10-10
22,MONROE,2,2020-10-10
23,MIAMI-DADE,241,2020-10-10
24,MARTIN,9,2020-10-10
25,MARION,24,2020-10-10
26,MANATEE,30,2020-10-10
27,MADISON,0,2020-10-10
28,LEON,43,2020-10-10
29,LEE,31,2020-10-10
30,LAKE,44,2020-10-10
31,JACKSON,10,2020-10-10
32,INDIAN RIVER,10,2020-10-10
33,HOLMES,0,2020-10-10
34,HILLSBOROUGH,164,2020-10-10
35,HIGHLANDS,24,2020-10-10
36,HERNANDO,23,2020-10-10
37,HENDRY,2,2020-10-10
38,HARDEE,0,2020-10-10
39,GULF,0,2020-10-10
40,GADSDEN,8,2020-10-10
41,FRANKLIN,0,2020-10-10
42,FLAGLER,5,2020-10-10
43,ESCAMBIA,40,2020-10-10
44,DUVAL,120,2020-10-10
45,DESOTO,2,2020-10-10
46,COLUMBIA,16,2020-10-10
47,COLLIER,29,2020-10-10
48,CLAY,37,2020-10-10
49,CITRUS,10,2020-10-10
50,CHARLOTTE,12,2020-10-10
51,CALHOUN,0,2020-10-10
52,BROWARD,205,2020-10-10
53,BREVARD,67,2020-10-10
54,BRADFORD,0,2020-10-10
55,BAY,11,2020-10-10
56,BAKER,3,2020-10-10
57,ALACHUA,51,2020-10-10
