,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-23
1,WALTON,6,2020-10-23
2,VOLUSIA,58,2020-10-23
3,UNION,11,2020-10-23
4,TAYLOR,0,2020-10-23
5,SUWANNEE,0,2020-10-23
6,SUMTER,10,2020-10-23
7,ST. LUCIE,44,2020-10-23
8,ST. JOHNS,5,2020-10-23
9,SEMINOLE,32,2020-10-23
10,SARASOTA,34,2020-10-23
11,SANTA ROSA,4,2020-10-23
12,PUTNAM,5,2020-10-23
13,POLK,89,2020-10-23
14,PINELLAS,122,2020-10-23
15,PASCO,40,2020-10-23
16,PALM BEACH,118,2020-10-23
17,OSCEOLA,84,2020-10-23
18,ORANGE,131,2020-10-23
19,OKEECHOBEE,1,2020-10-23
20,OKALOOSA,27,2020-10-23
21,NASSAU,3,2020-10-23
22,MONROE,4,2020-10-23
23,MIAMI-DADE,276,2020-10-23
24,MARTIN,7,2020-10-23
25,MARION,31,2020-10-23
26,MANATEE,29,2020-10-23
27,MADISON,0,2020-10-23
28,LEON,40,2020-10-23
29,LEE,57,2020-10-23
30,LAKE,29,2020-10-23
31,JACKSON,7,2020-10-23
32,INDIAN RIVER,11,2020-10-23
33,HOLMES,1,2020-10-23
34,HILLSBOROUGH,144,2020-10-23
35,HIGHLANDS,15,2020-10-23
36,HERNANDO,30,2020-10-23
37,HENDRY,3,2020-10-23
38,HARDEE,0,2020-10-23
39,GULF,0,2020-10-23
40,GADSDEN,4,2020-10-23
41,FRANKLIN,0,2020-10-23
42,FLAGLER,3,2020-10-23
43,ESCAMBIA,41,2020-10-23
44,DUVAL,114,2020-10-23
45,DESOTO,0,2020-10-23
46,COLUMBIA,17,2020-10-23
47,COLLIER,24,2020-10-23
48,CLAY,32,2020-10-23
49,CITRUS,15,2020-10-23
50,CHARLOTTE,26,2020-10-23
51,CALHOUN,0,2020-10-23
52,BROWARD,193,2020-10-23
53,BREVARD,59,2020-10-23
54,BRADFORD,0,2020-10-23
55,BAY,24,2020-10-23
56,BAKER,0,2020-10-23
57,ALACHUA,51,2020-10-23
