,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-09-12
1,WALTON,6,2020-09-12
2,VOLUSIA,57,2020-09-12
3,UNION,12,2020-09-12
4,TAYLOR,0,2020-09-12
5,SUWANNEE,0,2020-09-12
6,SUMTER,11,2020-09-12
7,ST. LUCIE,55,2020-09-12
8,ST. JOHNS,10,2020-09-12
9,SEMINOLE,35,2020-09-12
10,SARASOTA,34,2020-09-12
11,SANTA ROSA,7,2020-09-12
12,PUTNAM,7,2020-09-12
13,POLK,105,2020-09-12
14,PINELLAS,109,2020-09-12
15,PASCO,25,2020-09-12
16,PALM BEACH,146,2020-09-12
17,OSCEOLA,52,2020-09-12
18,ORANGE,114,2020-09-12
19,OKEECHOBEE,14,2020-09-12
20,OKALOOSA,21,2020-09-12
21,NASSAU,3,2020-09-12
22,MONROE,4,2020-09-12
23,MIAMI-DADE,447,2020-09-12
24,MARTIN,12,2020-09-12
25,MARION,56,2020-09-12
26,MANATEE,21,2020-09-12
27,MADISON,0,2020-09-12
28,LEON,55,2020-09-12
29,LEE,70,2020-09-12
30,LAKE,37,2020-09-12
31,JACKSON,10,2020-09-12
32,INDIAN RIVER,5,2020-09-12
33,HOLMES,0,2020-09-12
34,HILLSBOROUGH,156,2020-09-12
35,HIGHLANDS,27,2020-09-12
36,HERNANDO,20,2020-09-12
37,HENDRY,3,2020-09-12
38,HARDEE,0,2020-09-12
39,GULF,1,2020-09-12
40,GADSDEN,57,2020-09-12
41,FRANKLIN,0,2020-09-12
42,FLAGLER,11,2020-09-12
43,ESCAMBIA,66,2020-09-12
44,DUVAL,165,2020-09-12
45,DESOTO,0,2020-09-12
46,COLUMBIA,10,2020-09-12
47,COLLIER,38,2020-09-12
48,CLAY,37,2020-09-12
49,CITRUS,24,2020-09-12
50,CHARLOTTE,22,2020-09-12
51,CALHOUN,0,2020-09-12
52,BROWARD,299,2020-09-12
53,BREVARD,61,2020-09-12
54,BRADFORD,0,2020-09-12
55,BAY,22,2020-09-12
56,BAKER,35,2020-09-12
57,ALACHUA,89,2020-09-12
