,County,COVID Hospitalizations,Date
0,WASHINGTON,6,2020-08-31
1,WALTON,2,2020-08-31
2,VOLUSIA,59,2020-08-31
3,UNION,10,2020-08-31
4,TAYLOR,0,2020-08-31
5,SUWANNEE,0,2020-08-31
6,SUMTER,15,2020-08-31
7,ST. LUCIE,72,2020-08-31
8,ST. JOHNS,9,2020-08-31
9,SEMINOLE,58,2020-08-31
10,SARASOTA,41,2020-08-31
11,SANTA ROSA,13,2020-08-31
12,PUTNAM,10,2020-08-31
13,POLK,139,2020-08-31
14,PINELLAS,142,2020-08-31
15,PASCO,57,2020-08-31
16,PALM BEACH,178,2020-08-31
17,OSCEOLA,70,2020-08-31
18,ORANGE,184,2020-08-31
19,OKEECHOBEE,11,2020-08-31
20,OKALOOSA,27,2020-08-31
21,NASSAU,7,2020-08-31
22,MONROE,1,2020-08-31
23,MIAMI-DADE,682,2020-08-31
24,MARTIN,11,2020-08-31
25,MARION,67,2020-08-31
26,MANATEE,27,2020-08-31
27,MADISON,1,2020-08-31
28,LEON,78,2020-08-31
29,LEE,117,2020-08-31
30,LAKE,79,2020-08-31
31,JACKSON,13,2020-08-31
32,INDIAN RIVER,5,2020-08-31
33,HOLMES,0,2020-08-31
34,HILLSBOROUGH,186,2020-08-31
35,HIGHLANDS,21,2020-08-31
36,HERNANDO,29,2020-08-31
37,HENDRY,2,2020-08-31
38,HARDEE,0,2020-08-31
39,GULF,1,2020-08-31
40,GADSDEN,133,2020-08-31
41,FRANKLIN,0,2020-08-31
42,FLAGLER,6,2020-08-31
43,ESCAMBIA,106,2020-08-31
44,DUVAL,230,2020-08-31
45,DESOTO,2,2020-08-31
46,COLUMBIA,19,2020-08-31
47,COLLIER,57,2020-08-31
48,CLAY,46,2020-08-31
49,CITRUS,27,2020-08-31
50,CHARLOTTE,35,2020-08-31
51,CALHOUN,1,2020-08-31
52,BROWARD,427,2020-08-31
53,BREVARD,96,2020-08-31
54,BRADFORD,0,2020-08-31
55,BAY,33,2020-08-31
56,BAKER,2,2020-08-31
57,ALACHUA,86,2020-08-31
