,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-09-04
1,WALTON,4,2020-09-04
2,VOLUSIA,56,2020-09-04
3,UNION,10,2020-09-04
4,TAYLOR,0,2020-09-04
5,SUWANNEE,0,2020-09-04
6,SUMTER,14,2020-09-04
7,ST. LUCIE,54,2020-09-04
8,ST. JOHNS,9,2020-09-04
9,SEMINOLE,46,2020-09-04
10,SARASOTA,41,2020-09-04
11,SANTA ROSA,11,2020-09-04
12,PUTNAM,4,2020-09-04
13,POLK,124,2020-09-04
14,PINELLAS,133,2020-09-04
15,PASCO,41,2020-09-04
16,PALM BEACH,193,2020-09-04
17,OSCEOLA,58,2020-09-04
18,ORANGE,139,2020-09-04
19,OKEECHOBEE,10,2020-09-04
20,OKALOOSA,24,2020-09-04
21,NASSAU,7,2020-09-04
22,MONROE,1,2020-09-04
23,MIAMI-DADE,611,2020-09-04
24,MARTIN,16,2020-09-04
25,MARION,66,2020-09-04
26,MANATEE,21,2020-09-04
27,MADISON,0,2020-09-04
28,LEON,72,2020-09-04
29,LEE,102,2020-09-04
30,LAKE,76,2020-09-04
31,JACKSON,8,2020-09-04
32,INDIAN RIVER,9,2020-09-04
33,HOLMES,0,2020-09-04
34,HILLSBOROUGH,159,2020-09-04
35,HIGHLANDS,16,2020-09-04
36,HERNANDO,26,2020-09-04
37,HENDRY,0,2020-09-04
38,HARDEE,0,2020-09-04
39,GULF,0,2020-09-04
40,GADSDEN,115,2020-09-04
41,FRANKLIN,0,2020-09-04
42,FLAGLER,8,2020-09-04
43,ESCAMBIA,87,2020-09-04
44,DUVAL,214,2020-09-04
45,DESOTO,4,2020-09-04
46,COLUMBIA,13,2020-09-04
47,COLLIER,42,2020-09-04
48,CLAY,39,2020-09-04
49,CITRUS,21,2020-09-04
50,CHARLOTTE,30,2020-09-04
51,CALHOUN,0,2020-09-04
52,BROWARD,384,2020-09-04
53,BREVARD,72,2020-09-04
54,BRADFORD,0,2020-09-04
55,BAY,21,2020-09-04
56,BAKER,30,2020-09-04
57,ALACHUA,88,2020-09-04
