,County,COVID Hospitalizations,Date
0,WASHINGTON,8,2020-08-17
1,WALTON,9,2020-08-17
2,VOLUSIA,117,2020-08-17
3,UNION,0,2020-08-17
4,TAYLOR,1,2020-08-17
5,SUWANNEE,0,2020-08-17
6,SUMTER,20,2020-08-17
7,ST. LUCIE,107,2020-08-17
8,ST. JOHNS,21,2020-08-17
9,SEMINOLE,80,2020-08-17
10,SARASOTA,85,2020-08-17
11,SANTA ROSA,18,2020-08-17
12,PUTNAM,9,2020-08-17
13,POLK,168,2020-08-17
14,PINELLAS,226,2020-08-17
15,PASCO,70,2020-08-17
16,PALM BEACH,367,2020-08-17
17,OSCEOLA,97,2020-08-17
18,ORANGE,263,2020-08-17
19,OKEECHOBEE,12,2020-08-17
20,OKALOOSA,40,2020-08-17
21,NASSAU,6,2020-08-17
22,MONROE,11,2020-08-17
23,MIAMI-DADE,1145,2020-08-17
24,MARTIN,19,2020-08-17
25,MARION,120,2020-08-17
26,MANATEE,58,2020-08-17
27,MADISON,0,2020-08-17
28,LEON,83,2020-08-17
29,LEE,151,2020-08-17
30,LAKE,82,2020-08-17
31,JACKSON,12,2020-08-17
32,INDIAN RIVER,18,2020-08-17
33,HOLMES,2,2020-08-17
34,HILLSBOROUGH,292,2020-08-17
35,HIGHLANDS,46,2020-08-17
36,HERNANDO,45,2020-08-17
37,HENDRY,3,2020-08-17
38,HARDEE,0,2020-08-17
39,GULF,2,2020-08-17
40,GADSDEN,126,2020-08-17
41,FRANKLIN,0,2020-08-17
42,FLAGLER,15,2020-08-17
43,ESCAMBIA,138,2020-08-17
44,DUVAL,309,2020-08-17
45,DESOTO,1,2020-08-17
46,COLUMBIA,30,2020-08-17
47,COLLIER,105,2020-08-17
48,CLAY,62,2020-08-17
49,CITRUS,32,2020-08-17
50,CHARLOTTE,43,2020-08-17
51,CALHOUN,0,2020-08-17
52,BROWARD,730,2020-08-17
53,BREVARD,106,2020-08-17
54,BRADFORD,0,2020-08-17
55,BAY,62,2020-08-17
56,BAKER,2,2020-08-17
57,ALACHUA,125,2020-08-17
