,County,COVID Hospitalizations,Date
0,ALACHUA,79,2020-07-11
1,BAKER,18,2020-07-11
2,BAY,30,2020-07-11
3,BRADFORD,0,2020-07-11
4,BREVARD,100,2020-07-11
5,BROWARD,1005,2020-07-11
6,CALHOUN,0,2020-07-11
7,CHARLOTTE,30,2020-07-11
8,CITRUS,5,2020-07-11
9,CLAY,39,2020-07-11
10,COLLIER,176,2020-07-11
11,COLUMBIA,19,2020-07-11
12,DESOTO,4,2020-07-11
13,DUVAL,457,2020-07-11
14,ESCAMBIA,137,2020-07-11
15,FLAGLER,16,2020-07-11
16,FRANKLIN,0,2020-07-11
17,GADSDEN,0,2020-07-11
18,GULF,1,2020-07-11
19,HARDEE,0,2020-07-11
20,HENDRY,3,2020-07-11
21,HERNANDO,49,2020-07-11
22,HIGHLANDS,30,2020-07-11
23,HILLSBOROUGH,275,2020-07-11
24,HOLMES,0,2020-07-11
25,INDIAN RIVER,28,2020-07-11
26,JACKSON,33,2020-07-11
27,LAKE,121,2020-07-11
28,LEE,269,2020-07-11
29,LEON,52,2020-07-11
30,MADISON,0,2020-07-11
31,MANATEE,80,2020-07-11
32,MARION,85,2020-07-11
33,MARTIN,45,2020-07-11
34,MIAMI-DADE,1595,2020-07-11
35,MONROE,10,2020-07-11
36,NASSAU,5,2020-07-11
37,OKALOOSA,35,2020-07-11
38,OKEECHOBEE,11,2020-07-11
39,ORANGE,489,2020-07-11
40,OSCEOLA,199,2020-07-11
41,PALM BEACH,595,2020-07-11
42,PASCO,90,2020-07-11
43,PINELLAS,175,2020-07-11
44,POLK,151,2020-07-11
45,PUTNAM,15,2020-07-11
46,SANTA ROSA,21,2020-07-11
47,SARASOTA,107,2020-07-11
48,SEMINOLE,155,2020-07-11
49,ST. JOHNS,24,2020-07-11
50,ST. LUCIE,115,2020-07-11
51,SUMTER,20,2020-07-11
52,SUWANNEE,0,2020-07-11
53,TAYLOR,0,2020-07-11
54,UNION,0,2020-07-11
55,VOLUSIA,134,2020-07-11
56,WALTON,5,2020-07-11
57,WASHINGTON,4,2020-07-11
58,Grand Total,7141,2020-07-11
