,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-27
1,WALTON,8,2020-10-27
2,VOLUSIA,53,2020-10-27
3,UNION,13,2020-10-27
4,TAYLOR,0,2020-10-27
5,SUWANNEE,0,2020-10-27
6,SUMTER,15,2020-10-27
7,ST. LUCIE,46,2020-10-27
8,ST. JOHNS,4,2020-10-27
9,SEMINOLE,33,2020-10-27
10,SARASOTA,40,2020-10-27
11,SANTA ROSA,5,2020-10-27
12,PUTNAM,5,2020-10-27
13,POLK,78,2020-10-27
14,PINELLAS,131,2020-10-27
15,PASCO,45,2020-10-27
16,PALM BEACH,132,2020-10-27
17,OSCEOLA,82,2020-10-27
18,ORANGE,142,2020-10-27
19,OKEECHOBEE,4,2020-10-27
20,OKALOOSA,25,2020-10-27
21,NASSAU,3,2020-10-27
22,MONROE,34,2020-10-27
23,MIAMI-DADE,331,2020-10-27
24,MARTIN,5,2020-10-27
25,MARION,31,2020-10-27
26,MANATEE,25,2020-10-27
27,MADISON,0,2020-10-27
28,LEON,41,2020-10-27
29,LEE,59,2020-10-27
30,LAKE,40,2020-10-27
31,JACKSON,11,2020-10-27
32,INDIAN RIVER,16,2020-10-27
33,HOLMES,5,2020-10-27
34,HILLSBOROUGH,155,2020-10-27
35,HIGHLANDS,25,2020-10-27
36,HERNANDO,31,2020-10-27
37,HENDRY,2,2020-10-27
38,HARDEE,0,2020-10-27
39,GULF,1,2020-10-27
40,GADSDEN,4,2020-10-27
41,FRANKLIN,0,2020-10-27
42,FLAGLER,4,2020-10-27
43,ESCAMBIA,42,2020-10-27
44,DUVAL,117,2020-10-27
45,DESOTO,0,2020-10-27
46,COLUMBIA,24,2020-10-27
47,COLLIER,36,2020-10-27
48,CLAY,28,2020-10-27
49,CITRUS,25,2020-10-27
50,CHARLOTTE,33,2020-10-27
51,CALHOUN,1,2020-10-27
52,BROWARD,209,2020-10-27
53,BREVARD,61,2020-10-27
54,BRADFORD,0,2020-10-27
55,BAY,11,2020-10-27
56,BAKER,3,2020-10-27
57,ALACHUA,63,2020-10-27
