,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-28
1,WALTON,10,2020-10-28
2,VOLUSIA,53,2020-10-28
3,UNION,13,2020-10-28
4,TAYLOR,0,2020-10-28
5,SUWANNEE,0,2020-10-28
6,SUMTER,15,2020-10-28
7,ST. LUCIE,49,2020-10-28
8,ST. JOHNS,4,2020-10-28
9,SEMINOLE,39,2020-10-28
10,SARASOTA,43,2020-10-28
11,SANTA ROSA,3,2020-10-28
12,PUTNAM,6,2020-10-28
13,POLK,89,2020-10-28
14,PINELLAS,127,2020-10-28
15,PASCO,50,2020-10-28
16,PALM BEACH,140,2020-10-28
17,OSCEOLA,83,2020-10-28
18,ORANGE,136,2020-10-28
19,OKEECHOBEE,5,2020-10-28
20,OKALOOSA,23,2020-10-28
21,NASSAU,2,2020-10-28
22,MONROE,4,2020-10-28
23,MIAMI-DADE,319,2020-10-28
24,MARTIN,5,2020-10-28
25,MARION,28,2020-10-28
26,MANATEE,25,2020-10-28
27,MADISON,0,2020-10-28
28,LEON,42,2020-10-28
29,LEE,63,2020-10-28
30,LAKE,35,2020-10-28
31,JACKSON,7,2020-10-28
32,INDIAN RIVER,10,2020-10-28
33,HOLMES,2,2020-10-28
34,HILLSBOROUGH,157,2020-10-28
35,HIGHLANDS,26,2020-10-28
36,HERNANDO,36,2020-10-28
37,HENDRY,2,2020-10-28
38,HARDEE,0,2020-10-28
39,GULF,1,2020-10-28
40,GADSDEN,4,2020-10-28
41,FRANKLIN,0,2020-10-28
42,FLAGLER,5,2020-10-28
43,ESCAMBIA,36,2020-10-28
44,DUVAL,133,2020-10-28
45,DESOTO,0,2020-10-28
46,COLUMBIA,15,2020-10-28
47,COLLIER,35,2020-10-28
48,CLAY,26,2020-10-28
49,CITRUS,24,2020-10-28
50,CHARLOTTE,36,2020-10-28
51,CALHOUN,1,2020-10-28
52,BROWARD,206,2020-10-28
53,BREVARD,69,2020-10-28
54,BRADFORD,0,2020-10-28
55,BAY,24,2020-10-28
56,BAKER,3,2020-10-28
57,ALACHUA,71,2020-10-28
