,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-07-30
1,WALTON,11,2020-07-30
2,VOLUSIA,133,2020-07-30
3,UNION,0,2020-07-30
4,TAYLOR,0,2020-07-30
5,SUWANNEE,0,2020-07-30
6,SUMTER,35,2020-07-30
7,ST. LUCIE,170,2020-07-30
8,ST. JOHNS,32,2020-07-30
9,SEMINOLE,125,2020-07-30
10,SARASOTA,133,2020-07-30
11,SANTA ROSA,27,2020-07-30
12,PUTNAM,15,2020-07-30
13,POLK,278,2020-07-30
14,PINELLAS,372,2020-07-30
15,PASCO,90,2020-07-30
16,PALM BEACH,532,2020-07-30
17,OSCEOLA,146,2020-07-30
18,ORANGE,464,2020-07-30
19,OKEECHOBEE,12,2020-07-30
20,OKALOOSA,53,2020-07-30
21,NASSAU,5,2020-07-30
22,MONROE,14,2020-07-30
23,MIAMI-DADE,1837,2020-07-30
24,MARTIN,35,2020-07-30
25,MARION,106,2020-07-30
26,MANATEE,120,2020-07-30
27,MADISON,0,2020-07-30
28,LEON,78,2020-07-30
29,LEE,168,2020-07-30
30,LAKE,89,2020-07-30
31,JACKSON,16,2020-07-30
32,INDIAN RIVER,23,2020-07-30
33,HOLMES,0,2020-07-30
34,HILLSBOROUGH,460,2020-07-30
35,HIGHLANDS,57,2020-07-30
36,HERNANDO,64,2020-07-30
37,HENDRY,8,2020-07-30
38,HARDEE,0,2020-07-30
39,GULF,6,2020-07-30
40,GADSDEN,61,2020-07-30
41,FRANKLIN,0,2020-07-30
42,FLAGLER,21,2020-07-30
43,ESCAMBIA,202,2020-07-30
44,DUVAL,469,2020-07-30
45,DESOTO,4,2020-07-30
46,COLUMBIA,38,2020-07-30
47,COLLIER,132,2020-07-30
48,CLAY,77,2020-07-30
49,CITRUS,24,2020-07-30
50,CHARLOTTE,55,2020-07-30
51,CALHOUN,0,2020-07-30
52,BROWARD,1238,2020-07-30
53,BREVARD,96,2020-07-30
54,BRADFORD,0,2020-07-30
55,BAY,83,2020-07-30
56,BAKER,35,2020-07-30
57,ALACHUA,148,2020-07-30
