,County,COVID Hospitalizations,Date
0,WASHINGTON,10,2020-12-29
1,WALTON,18,2020-12-29
2,VOLUSIA,96,2020-12-29
3,UNION,1,2020-12-29
4,TAYLOR,0,2020-12-29
5,SUWANNEE,0,2020-12-29
6,SUMTER,58,2020-12-29
7,ST. LUCIE,108,2020-12-29
8,ST. JOHNS,25,2020-12-29
9,SEMINOLE,92,2020-12-29
10,SARASOTA,145,2020-12-29
11,SANTA ROSA,39,2020-12-29
12,PUTNAM,24,2020-12-29
13,POLK,200,2020-12-29
14,PINELLAS,310,2020-12-29
15,PASCO,169,2020-12-29
16,PALM BEACH,369,2020-12-29
17,OSCEOLA,137,2020-12-29
18,ORANGE,335,2020-12-29
19,OKEECHOBEE,8,2020-12-29
20,OKALOOSA,47,2020-12-29
21,NASSAU,15,2020-12-29
22,MONROE,2,2020-12-29
23,MIAMI-DADE,1001,2020-12-29
24,MARTIN,40,2020-12-29
25,MARION,107,2020-12-29
26,MANATEE,77,2020-12-29
27,MADISON,1,2020-12-29
28,LEON,89,2020-12-29
29,LEE,134,2020-12-29
30,LAKE,143,2020-12-29
31,JACKSON,10,2020-12-29
32,INDIAN RIVER,44,2020-12-29
33,HOLMES,3,2020-12-29
34,HILLSBOROUGH,404,2020-12-29
35,HIGHLANDS,46,2020-12-29
36,HERNANDO,76,2020-12-29
37,HENDRY,6,2020-12-29
38,HARDEE,1,2020-12-29
39,GULF,3,2020-12-29
40,GADSDEN,0,2020-12-29
41,FRANKLIN,0,2020-12-29
42,FLAGLER,16,2020-12-29
43,ESCAMBIA,163,2020-12-29
44,DUVAL,388,2020-12-29
45,DESOTO,7,2020-12-29
46,COLUMBIA,30,2020-12-29
47,COLLIER,79,2020-12-29
48,CLAY,95,2020-12-29
49,CITRUS,44,2020-12-29
50,CHARLOTTE,109,2020-12-29
51,CALHOUN,0,2020-12-29
52,BROWARD,584,2020-12-29
53,BREVARD,93,2020-12-29
54,BRADFORD,0,2020-12-29
55,BAY,86,2020-12-29
56,BAKER,0,2020-12-29
57,ALACHUA,183,2020-12-29
