,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-08-18
1,WALTON,3,2020-08-18
2,VOLUSIA,119,2020-08-18
3,UNION,0,2020-08-18
4,TAYLOR,0,2020-08-18
5,SUWANNEE,0,2020-08-18
6,SUMTER,15,2020-08-18
7,ST. LUCIE,106,2020-08-18
8,ST. JOHNS,21,2020-08-18
9,SEMINOLE,82,2020-08-18
10,SARASOTA,81,2020-08-18
11,SANTA ROSA,19,2020-08-18
12,PUTNAM,9,2020-08-18
13,POLK,150,2020-08-18
14,PINELLAS,193,2020-08-18
15,PASCO,63,2020-08-18
16,PALM BEACH,360,2020-08-18
17,OSCEOLA,87,2020-08-18
18,ORANGE,245,2020-08-18
19,OKEECHOBEE,12,2020-08-18
20,OKALOOSA,38,2020-08-18
21,NASSAU,7,2020-08-18
22,MONROE,10,2020-08-18
23,MIAMI-DADE,1093,2020-08-18
24,MARTIN,21,2020-08-18
25,MARION,108,2020-08-18
26,MANATEE,56,2020-08-18
27,MADISON,0,2020-08-18
28,LEON,84,2020-08-18
29,LEE,144,2020-08-18
30,LAKE,87,2020-08-18
31,JACKSON,13,2020-08-18
32,INDIAN RIVER,13,2020-08-18
33,HOLMES,3,2020-08-18
34,HILLSBOROUGH,286,2020-08-18
35,HIGHLANDS,45,2020-08-18
36,HERNANDO,41,2020-08-18
37,HENDRY,3,2020-08-18
38,HARDEE,0,2020-08-18
39,GULF,2,2020-08-18
40,GADSDEN,126,2020-08-18
41,FRANKLIN,0,2020-08-18
42,FLAGLER,15,2020-08-18
43,ESCAMBIA,142,2020-08-18
44,DUVAL,314,2020-08-18
45,DESOTO,1,2020-08-18
46,COLUMBIA,27,2020-08-18
47,COLLIER,86,2020-08-18
48,CLAY,69,2020-08-18
49,CITRUS,28,2020-08-18
50,CHARLOTTE,44,2020-08-18
51,CALHOUN,0,2020-08-18
52,BROWARD,695,2020-08-18
53,BREVARD,122,2020-08-18
54,BRADFORD,0,2020-08-18
55,BAY,64,2020-08-18
56,BAKER,3,2020-08-18
57,ALACHUA,132,2020-08-18
