,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-07-14
1,WALTON,6,2020-07-14
2,VOLUSIA,144,2020-07-14
3,UNION,0,2020-07-14
4,TAYLOR,0,2020-07-14
5,SUWANNEE,0,2020-07-14
6,SUMTER,25,2020-07-14
7,ST. LUCIE,135,2020-07-14
8,ST. JOHNS,35,2020-07-14
9,SEMINOLE,191,2020-07-14
10,SARASOTA,141,2020-07-14
11,SANTA ROSA,18,2020-07-14
12,PUTNAM,15,2020-07-14
13,POLK,148,2020-07-14
14,PINELLAS,237,2020-07-14
15,PASCO,104,2020-07-14
16,PALM BEACH,652,2020-07-14
17,OSCEOLA,193,2020-07-14
18,ORANGE,568,2020-07-14
19,OKEECHOBEE,17,2020-07-14
20,OKALOOSA,38,2020-07-14
21,NASSAU,4,2020-07-14
22,MONROE,19,2020-07-14
23,MIAMI-DADE,1858,2020-07-14
24,MARTIN,43,2020-07-14
25,MARION,86,2020-07-14
26,MANATEE,95,2020-07-14
27,MADISON,0,2020-07-14
28,LEON,65,2020-07-14
29,LEE,274,2020-07-14
30,LAKE,133,2020-07-14
31,JACKSON,36,2020-07-14
32,INDIAN RIVER,35,2020-07-14
33,HOLMES,0,2020-07-14
34,HILLSBOROUGH,293,2020-07-14
35,HIGHLANDS,51,2020-07-14
36,HERNANDO,58,2020-07-14
37,HENDRY,3,2020-07-14
38,HARDEE,0,2020-07-14
39,GULF,2,2020-07-14
40,GADSDEN,0,2020-07-14
41,FRANKLIN,0,2020-07-14
42,FLAGLER,20,2020-07-14
43,ESCAMBIA,167,2020-07-14
44,DUVAL,535,2020-07-14
45,DESOTO,2,2020-07-14
46,COLUMBIA,20,2020-07-14
47,COLLIER,193,2020-07-14
48,CLAY,61,2020-07-14
49,CITRUS,20,2020-07-14
50,CHARLOTTE,41,2020-07-14
51,CALHOUN,1,2020-07-14
52,BROWARD,1229,2020-07-14
53,BREVARD,126,2020-07-14
54,BAY,63,2020-07-14
55,BAKER,34,2020-07-14
56,ALACHUA,115,2020-07-14
