,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-10-31
1,WALTON,7,2020-10-31
2,VOLUSIA,53,2020-10-31
3,UNION,9,2020-10-31
4,TAYLOR,0,2020-10-31
5,SUWANNEE,0,2020-10-31
6,SUMTER,10,2020-10-31
7,ST. LUCIE,41,2020-10-31
8,ST. JOHNS,9,2020-10-31
9,SEMINOLE,43,2020-10-31
10,SARASOTA,48,2020-10-31
11,SANTA ROSA,3,2020-10-31
12,PUTNAM,7,2020-10-31
13,POLK,69,2020-10-31
14,PINELLAS,110,2020-10-31
15,PASCO,57,2020-10-31
16,PALM BEACH,146,2020-10-31
17,OSCEOLA,77,2020-10-31
18,ORANGE,132,2020-10-31
19,OKEECHOBEE,3,2020-10-31
20,OKALOOSA,28,2020-10-31
21,NASSAU,0,2020-10-31
22,MONROE,5,2020-10-31
23,MIAMI-DADE,280,2020-10-31
24,MARTIN,9,2020-10-31
25,MARION,30,2020-10-31
26,MANATEE,20,2020-10-31
27,MADISON,0,2020-10-31
28,LEON,40,2020-10-31
29,LEE,64,2020-10-31
30,LAKE,32,2020-10-31
31,JACKSON,5,2020-10-31
32,INDIAN RIVER,6,2020-10-31
33,HOLMES,1,2020-10-31
34,HILLSBOROUGH,165,2020-10-31
35,HIGHLANDS,33,2020-10-31
36,HERNANDO,27,2020-10-31
37,HENDRY,1,2020-10-31
38,HARDEE,0,2020-10-31
39,GULF,0,2020-10-31
40,GADSDEN,0,2020-10-31
41,FRANKLIN,0,2020-10-31
42,FLAGLER,7,2020-10-31
43,ESCAMBIA,40,2020-10-31
44,DUVAL,137,2020-10-31
45,DESOTO,0,2020-10-31
46,COLUMBIA,18,2020-10-31
47,COLLIER,46,2020-10-31
48,CLAY,23,2020-10-31
49,CITRUS,18,2020-10-31
50,CHARLOTTE,34,2020-10-31
51,CALHOUN,0,2020-10-31
52,BROWARD,222,2020-10-31
53,BREVARD,69,2020-10-31
54,BRADFORD,0,2020-10-31
55,BAY,19,2020-10-31
56,BAKER,4,2020-10-31
57,ALACHUA,65,2020-10-31
