,County,COVID Hospitalizations,Date
0,WASHINGTON,15,2020-12-04
1,WALTON,8,2020-12-04
2,VOLUSIA,109,2020-12-04
3,UNION,0,2020-12-04
4,TAYLOR,1,2020-12-04
5,SUWANNEE,0,2020-12-04
6,SUMTER,22,2020-12-04
7,ST. LUCIE,60,2020-12-04
8,ST. JOHNS,24,2020-12-04
9,SEMINOLE,68,2020-12-04
10,SARASOTA,130,2020-12-04
11,SANTA ROSA,16,2020-12-04
12,PUTNAM,9,2020-12-04
13,POLK,144,2020-12-04
14,PINELLAS,202,2020-12-04
15,PASCO,119,2020-12-04
16,PALM BEACH,257,2020-12-04
17,OSCEOLA,94,2020-12-04
18,ORANGE,198,2020-12-04
19,OKEECHOBEE,8,2020-12-04
20,OKALOOSA,55,2020-12-04
21,NASSAU,4,2020-12-04
22,MONROE,5,2020-12-04
23,MIAMI-DADE,753,2020-12-04
24,MARTIN,20,2020-12-04
25,MARION,59,2020-12-04
26,MANATEE,57,2020-12-04
27,MADISON,0,2020-12-04
28,LEON,38,2020-12-04
29,LEE,114,2020-12-04
30,LAKE,85,2020-12-04
31,JACKSON,17,2020-12-04
32,INDIAN RIVER,15,2020-12-04
33,HOLMES,3,2020-12-04
34,HILLSBOROUGH,238,2020-12-04
35,HIGHLANDS,62,2020-12-04
36,HERNANDO,51,2020-12-04
37,HENDRY,1,2020-12-04
38,HARDEE,0,2020-12-04
39,GULF,0,2020-12-04
40,GADSDEN,0,2020-12-04
41,FRANKLIN,0,2020-12-04
42,FLAGLER,15,2020-12-04
43,ESCAMBIA,93,2020-12-04
44,DUVAL,229,2020-12-04
45,DESOTO,2,2020-12-04
46,COLUMBIA,17,2020-12-04
47,COLLIER,93,2020-12-04
48,CLAY,48,2020-12-04
49,CITRUS,56,2020-12-04
50,CHARLOTTE,78,2020-12-04
51,CALHOUN,2,2020-12-04
52,BROWARD,445,2020-12-04
53,BREVARD,71,2020-12-04
54,BRADFORD,0,2020-12-04
55,BAY,42,2020-12-04
56,BAKER,1,2020-12-04
57,ALACHUA,90,2020-12-04
