,County,COVID Hospitalizations,Date
0,ALACHUA,106,2020-07-13
1,BAKER,37,2020-07-13
2,BAY,58,2020-07-13
3,BRADFORD,0,2020-07-13
4,BREVARD,120,2020-07-13
5,BROWARD,1211,2020-07-13
6,CALHOUN,1,2020-07-13
7,CHARLOTTE,39,2020-07-13
8,CITRUS,21,2020-07-13
9,CLAY,49,2020-07-13
10,COLLIER,188,2020-07-13
11,COLUMBIA,20,2020-07-13
12,DESOTO,2,2020-07-13
13,DUVAL,530,2020-07-13
14,ESCAMBIA,160,2020-07-13
15,FLAGLER,20,2020-07-13
16,FRANKLIN,0,2020-07-13
17,GADSDEN,0,2020-07-13
18,GULF,2,2020-07-13
19,HARDEE,0,2020-07-13
20,HENDRY,5,2020-07-13
21,HERNANDO,62,2020-07-13
22,HIGHLANDS,45,2020-07-13
23,HILLSBOROUGH,265,2020-07-13
24,HOLMES,0,2020-07-13
25,INDIAN RIVER,34,2020-07-13
26,JACKSON,33,2020-07-13
27,LAKE,113,2020-07-13
28,LEE,234,2020-07-13
29,LEON,71,2020-07-13
30,MADISON,0,2020-07-13
31,MANATEE,89,2020-07-13
32,MARION,97,2020-07-13
33,MARTIN,48,2020-07-13
34,MIAMI-DADE,1808,2020-07-13
35,MONROE,15,2020-07-13
36,NASSAU,6,2020-07-13
37,OKALOOSA,39,2020-07-13
38,OKEECHOBEE,14,2020-07-13
39,ORANGE,561,2020-07-13
40,OSCEOLA,202,2020-07-13
41,PALM BEACH,622,2020-07-13
42,PASCO,97,2020-07-13
43,PINELLAS,215,2020-07-13
44,POLK,142,2020-07-13
45,PUTNAM,21,2020-07-13
46,SANTA ROSA,20,2020-07-13
47,SARASOTA,129,2020-07-13
48,SEMINOLE,164,2020-07-13
49,ST. JOHNS,36,2020-07-13
50,ST. LUCIE,130,2020-07-13
51,SUMTER,20,2020-07-13
52,SUWANNEE,0,2020-07-13
53,TAYLOR,0,2020-07-13
54,UNION,0,2020-07-13
55,VOLUSIA,142,2020-07-13
56,WALTON,4,2020-07-13
57,WASHINGTON,4,2020-07-13
58,Grand Total,8051,2020-07-13
