,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-08-22
1,WALTON,3,2020-08-22
2,VOLUSIA,94,2020-08-22
3,UNION,3,2020-08-22
4,TAYLOR,0,2020-08-22
5,SUWANNEE,0,2020-08-22
6,SUMTER,16,2020-08-22
7,ST. LUCIE,76,2020-08-22
8,ST. JOHNS,11,2020-08-22
9,SEMINOLE,68,2020-08-22
10,SARASOTA,68,2020-08-22
11,SANTA ROSA,13,2020-08-22
12,PUTNAM,8,2020-08-22
13,POLK,167,2020-08-22
14,PINELLAS,165,2020-08-22
15,PASCO,52,2020-08-22
16,PALM BEACH,276,2020-08-22
17,OSCEOLA,86,2020-08-22
18,ORANGE,248,2020-08-22
19,OKEECHOBEE,12,2020-08-22
20,OKALOOSA,33,2020-08-22
21,NASSAU,9,2020-08-22
22,MONROE,4,2020-08-22
23,MIAMI-DADE,902,2020-08-22
24,MARTIN,22,2020-08-22
25,MARION,99,2020-08-22
26,MANATEE,43,2020-08-22
27,MADISON,0,2020-08-22
28,LEON,89,2020-08-22
29,LEE,148,2020-08-22
30,LAKE,57,2020-08-22
31,JACKSON,11,2020-08-22
32,INDIAN RIVER,13,2020-08-22
33,HOLMES,3,2020-08-22
34,HILLSBOROUGH,237,2020-08-22
35,HIGHLANDS,28,2020-08-22
36,HERNANDO,29,2020-08-22
37,HENDRY,2,2020-08-22
38,HARDEE,0,2020-08-22
39,GULF,2,2020-08-22
40,GADSDEN,114,2020-08-22
41,FRANKLIN,0,2020-08-22
42,FLAGLER,9,2020-08-22
43,ESCAMBIA,116,2020-08-22
44,DUVAL,270,2020-08-22
45,DESOTO,1,2020-08-22
46,COLUMBIA,16,2020-08-22
47,COLLIER,71,2020-08-22
48,CLAY,60,2020-08-22
49,CITRUS,30,2020-08-22
50,CHARLOTTE,38,2020-08-22
51,CALHOUN,0,2020-08-22
52,BROWARD,639,2020-08-22
53,BREVARD,114,2020-08-22
54,BRADFORD,0,2020-08-22
55,BAY,72,2020-08-22
56,BAKER,0,2020-08-22
57,ALACHUA,116,2020-08-22
