,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-17
1,WALTON,6,2020-10-17
2,VOLUSIA,53,2020-10-17
3,UNION,13,2020-10-17
4,TAYLOR,0,2020-10-17
5,SUWANNEE,0,2020-10-17
6,SUMTER,20,2020-10-17
7,ST. LUCIE,35,2020-10-17
8,ST. JOHNS,12,2020-10-17
9,SEMINOLE,29,2020-10-17
10,SARASOTA,42,2020-10-17
11,SANTA ROSA,3,2020-10-17
12,PUTNAM,5,2020-10-17
13,POLK,79,2020-10-17
14,PINELLAS,115,2020-10-17
15,PASCO,39,2020-10-17
16,PALM BEACH,98,2020-10-17
17,OSCEOLA,73,2020-10-17
18,ORANGE,134,2020-10-17
19,OKEECHOBEE,8,2020-10-17
20,OKALOOSA,16,2020-10-17
21,NASSAU,2,2020-10-17
22,MONROE,7,2020-10-17
23,MIAMI-DADE,262,2020-10-17
24,MARTIN,8,2020-10-17
25,MARION,26,2020-10-17
26,MANATEE,30,2020-10-17
27,MADISON,0,2020-10-17
28,LEON,37,2020-10-17
29,LEE,45,2020-10-17
30,LAKE,37,2020-10-17
31,JACKSON,4,2020-10-17
32,INDIAN RIVER,6,2020-10-17
33,HOLMES,0,2020-10-17
34,HILLSBOROUGH,142,2020-10-17
35,HIGHLANDS,21,2020-10-17
36,HERNANDO,25,2020-10-17
37,HENDRY,3,2020-10-17
38,HARDEE,0,2020-10-17
39,GULF,0,2020-10-17
40,GADSDEN,8,2020-10-17
41,FRANKLIN,0,2020-10-17
42,FLAGLER,7,2020-10-17
43,ESCAMBIA,34,2020-10-17
44,DUVAL,123,2020-10-17
45,DESOTO,2,2020-10-17
46,COLUMBIA,27,2020-10-17
47,COLLIER,25,2020-10-17
48,CLAY,32,2020-10-17
49,CITRUS,10,2020-10-17
50,CHARLOTTE,26,2020-10-17
51,CALHOUN,1,2020-10-17
52,BROWARD,177,2020-10-17
53,BREVARD,74,2020-10-17
54,BRADFORD,0,2020-10-17
55,BAY,18,2020-10-17
56,BAKER,2,2020-10-17
57,ALACHUA,59,2020-10-17
