,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-11-08
1,WALTON,12,2020-11-08
2,VOLUSIA,61,2020-11-08
3,UNION,4,2020-11-08
4,TAYLOR,5,2020-11-08
5,SUWANNEE,0,2020-11-08
6,SUMTER,14,2020-11-08
7,ST. LUCIE,42,2020-11-08
8,ST. JOHNS,5,2020-11-08
9,SEMINOLE,55,2020-11-08
10,SARASOTA,69,2020-11-08
11,SANTA ROSA,8,2020-11-08
12,PUTNAM,10,2020-11-08
13,POLK,84,2020-11-08
14,PINELLAS,143,2020-11-08
15,PASCO,89,2020-11-08
16,PALM BEACH,176,2020-11-08
17,OSCEOLA,73,2020-11-08
18,ORANGE,137,2020-11-08
19,OKEECHOBEE,2,2020-11-08
20,OKALOOSA,42,2020-11-08
21,NASSAU,2,2020-11-08
22,MONROE,5,2020-11-08
23,MIAMI-DADE,370,2020-11-08
24,MARTIN,6,2020-11-08
25,MARION,31,2020-11-08
26,MANATEE,32,2020-11-08
27,MADISON,0,2020-11-08
28,LEON,40,2020-11-08
29,LEE,64,2020-11-08
30,LAKE,32,2020-11-08
31,JACKSON,21,2020-11-08
32,INDIAN RIVER,18,2020-11-08
33,HOLMES,1,2020-11-08
34,HILLSBOROUGH,192,2020-11-08
35,HIGHLANDS,46,2020-11-08
36,HERNANDO,36,2020-11-08
37,HENDRY,1,2020-11-08
38,HARDEE,0,2020-11-08
39,GULF,2,2020-11-08
40,GADSDEN,0,2020-11-08
41,FRANKLIN,0,2020-11-08
42,FLAGLER,6,2020-11-08
43,ESCAMBIA,56,2020-11-08
44,DUVAL,164,2020-11-08
45,DESOTO,3,2020-11-08
46,COLUMBIA,10,2020-11-08
47,COLLIER,48,2020-11-08
48,CLAY,33,2020-11-08
49,CITRUS,25,2020-11-08
50,CHARLOTTE,38,2020-11-08
51,CALHOUN,0,2020-11-08
52,BROWARD,302,2020-11-08
53,BREVARD,71,2020-11-08
54,BRADFORD,0,2020-11-08
55,BAY,19,2020-11-08
56,BAKER,1,2020-11-08
57,ALACHUA,69,2020-11-08
