,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-09-14
1,WALTON,7,2020-09-14
2,VOLUSIA,63,2020-09-14
3,UNION,12,2020-09-14
4,TAYLOR,0,2020-09-14
5,SUWANNEE,0,2020-09-14
6,SUMTER,10,2020-09-14
7,ST. LUCIE,59,2020-09-14
8,ST. JOHNS,16,2020-09-14
9,SEMINOLE,36,2020-09-14
10,SARASOTA,34,2020-09-14
11,SANTA ROSA,6,2020-09-14
12,PUTNAM,7,2020-09-14
13,POLK,112,2020-09-14
14,PINELLAS,102,2020-09-14
15,PASCO,23,2020-09-14
16,PALM BEACH,146,2020-09-14
17,OSCEOLA,54,2020-09-14
18,ORANGE,108,2020-09-14
19,OKEECHOBEE,17,2020-09-14
20,OKALOOSA,16,2020-09-14
21,NASSAU,3,2020-09-14
22,MONROE,3,2020-09-14
23,MIAMI-DADE,410,2020-09-14
24,MARTIN,14,2020-09-14
25,MARION,60,2020-09-14
26,MANATEE,20,2020-09-14
27,MADISON,0,2020-09-14
28,LEON,62,2020-09-14
29,LEE,75,2020-09-14
30,LAKE,37,2020-09-14
31,JACKSON,11,2020-09-14
32,INDIAN RIVER,6,2020-09-14
33,HOLMES,0,2020-09-14
34,HILLSBOROUGH,153,2020-09-14
35,HIGHLANDS,28,2020-09-14
36,HERNANDO,22,2020-09-14
37,HENDRY,2,2020-09-14
38,HARDEE,0,2020-09-14
39,GULF,1,2020-09-14
40,GADSDEN,55,2020-09-14
41,FRANKLIN,0,2020-09-14
42,FLAGLER,12,2020-09-14
43,ESCAMBIA,64,2020-09-14
44,DUVAL,171,2020-09-14
45,DESOTO,0,2020-09-14
46,COLUMBIA,9,2020-09-14
47,COLLIER,32,2020-09-14
48,CLAY,36,2020-09-14
49,CITRUS,21,2020-09-14
50,CHARLOTTE,28,2020-09-14
51,CALHOUN,0,2020-09-14
52,BROWARD,278,2020-09-14
53,BREVARD,56,2020-09-14
54,BRADFORD,0,2020-09-14
55,BAY,24,2020-09-14
56,BAKER,21,2020-09-14
57,ALACHUA,87,2020-09-14
