,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-09-09
1,WALTON,5,2020-09-09
2,VOLUSIA,51,2020-09-09
3,UNION,15,2020-09-09
4,TAYLOR,0,2020-09-09
5,SUWANNEE,0,2020-09-09
6,SUMTER,13,2020-09-09
7,ST. LUCIE,55,2020-09-09
8,ST. JOHNS,13,2020-09-09
9,SEMINOLE,44,2020-09-09
10,SARASOTA,41,2020-09-09
11,SANTA ROSA,10,2020-09-09
12,PUTNAM,1,2020-09-09
13,POLK,127,2020-09-09
14,PINELLAS,136,2020-09-09
15,PASCO,35,2020-09-09
16,PALM BEACH,158,2020-09-09
17,OSCEOLA,57,2020-09-09
18,ORANGE,131,2020-09-09
19,OKEECHOBEE,8,2020-09-09
20,OKALOOSA,26,2020-09-09
21,NASSAU,5,2020-09-09
22,MONROE,2,2020-09-09
23,MIAMI-DADE,535,2020-09-09
24,MARTIN,13,2020-09-09
25,MARION,51,2020-09-09
26,MANATEE,10,2020-09-09
27,MADISON,0,2020-09-09
28,LEON,65,2020-09-09
29,LEE,97,2020-09-09
30,LAKE,60,2020-09-09
31,JACKSON,8,2020-09-09
32,INDIAN RIVER,10,2020-09-09
33,HOLMES,0,2020-09-09
34,HILLSBOROUGH,161,2020-09-09
35,HIGHLANDS,21,2020-09-09
36,HERNANDO,19,2020-09-09
37,HENDRY,1,2020-09-09
38,HARDEE,0,2020-09-09
39,GULF,2,2020-09-09
40,GADSDEN,107,2020-09-09
41,FRANKLIN,0,2020-09-09
42,FLAGLER,14,2020-09-09
43,ESCAMBIA,80,2020-09-09
44,DUVAL,168,2020-09-09
45,DESOTO,3,2020-09-09
46,COLUMBIA,12,2020-09-09
47,COLLIER,40,2020-09-09
48,CLAY,38,2020-09-09
49,CITRUS,34,2020-09-09
50,CHARLOTTE,27,2020-09-09
51,CALHOUN,0,2020-09-09
52,BROWARD,332,2020-09-09
53,BREVARD,74,2020-09-09
54,BRADFORD,0,2020-09-09
55,BAY,27,2020-09-09
56,BAKER,34,2020-09-09
57,ALACHUA,98,2020-09-09
