,County,COVID Hospitalizations,Date
0,ALACHUA,78,2020-07-08
1,BAKER,12,2020-07-08
2,BAY,34,2020-07-08
3,BRADFORD,0,2020-07-08
4,BREVARD,87,2020-07-08
5,BROWARD,908,2020-07-08
6,CALHOUN,0,2020-07-08
7,CHARLOTTE,24,2020-07-08
8,CITRUS,16,2020-07-08
9,CLAY,47,2020-07-08
10,COLLIER,157,2020-07-08
11,COLUMBIA,24,2020-07-08
12,DESOTO,5,2020-07-08
13,DUVAL,419,2020-07-08
14,ESCAMBIA,124,2020-07-08
15,FLAGLER,11,2020-07-08
16,FRANKLIN,0,2020-07-08
17,GADSDEN,0,2020-07-08
18,GULF,0,2020-07-08
19,HARDEE,0,2020-07-08
20,HENDRY,3,2020-07-08
21,HERNANDO,26,2020-07-08
22,HIGHLANDS,35,2020-07-08
23,HILLSBOROUGH,245,2020-07-08
24,HOLMES,0,2020-07-08
25,INDIAN RIVER,26,2020-07-08
26,JACKSON,17,2020-07-08
27,LAKE,120,2020-07-08
28,LEE,277,2020-07-08
29,LEON,53,2020-07-08
30,MADISON,0,2020-07-08
31,MANATEE,70,2020-07-08
32,MARION,70,2020-07-08
33,MARTIN,42,2020-07-08
34,MIAMI-DADE,1503,2020-07-08
35,MONROE,7,2020-07-08
36,NASSAU,6,2020-07-08
37,OKALOOSA,25,2020-07-08
38,OKEECHOBEE,11,2020-07-08
39,ORANGE,481,2020-07-08
40,OSCEOLA,158,2020-07-08
41,PALM BEACH,563,2020-07-08
42,PASCO,76,2020-07-08
43,PINELLAS,201,2020-07-08
44,POLK,138,2020-07-08
45,PUTNAM,9,2020-07-08
46,SANTA ROSA,15,2020-07-08
47,SARASOTA,112,2020-07-08
48,SEMINOLE,134,2020-07-08
49,ST. JOHNS,28,2020-07-08
50,ST. LUCIE,100,2020-07-08
51,SUMTER,16,2020-07-08
52,SUWANNEE,0,2020-07-08
53,TAYLOR,0,2020-07-08
54,UNION,0,2020-07-08
55,VOLUSIA,125,2020-07-08
56,WALTON,5,2020-07-08
57,WASHINGTON,3,2020-07-08
58,Grand Total,6646,2020-07-08
