,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-13
1,WALTON,5,2020-10-13
2,VOLUSIA,58,2020-10-13
3,UNION,14,2020-10-13
4,TAYLOR,0,2020-10-13
5,SUWANNEE,0,2020-10-13
6,SUMTER,25,2020-10-13
7,ST. LUCIE,38,2020-10-13
8,ST. JOHNS,5,2020-10-13
9,SEMINOLE,27,2020-10-13
10,SARASOTA,32,2020-10-13
11,SANTA ROSA,5,2020-10-13
12,PUTNAM,2,2020-10-13
13,POLK,77,2020-10-13
14,PINELLAS,119,2020-10-13
15,PASCO,50,2020-10-13
16,PALM BEACH,115,2020-10-13
17,OSCEOLA,75,2020-10-13
18,ORANGE,155,2020-10-13
19,OKEECHOBEE,11,2020-10-13
20,OKALOOSA,16,2020-10-13
21,NASSAU,2,2020-10-13
22,MONROE,4,2020-10-13
23,MIAMI-DADE,260,2020-10-13
24,MARTIN,8,2020-10-13
25,MARION,21,2020-10-13
26,MANATEE,29,2020-10-13
27,MADISON,0,2020-10-13
28,LEON,42,2020-10-13
29,LEE,45,2020-10-13
30,LAKE,39,2020-10-13
31,JACKSON,9,2020-10-13
32,INDIAN RIVER,8,2020-10-13
33,HOLMES,0,2020-10-13
34,HILLSBOROUGH,166,2020-10-13
35,HIGHLANDS,21,2020-10-13
36,HERNANDO,21,2020-10-13
37,HENDRY,3,2020-10-13
38,HARDEE,0,2020-10-13
39,GULF,0,2020-10-13
40,GADSDEN,9,2020-10-13
41,FRANKLIN,1,2020-10-13
42,FLAGLER,8,2020-10-13
43,ESCAMBIA,35,2020-10-13
44,DUVAL,126,2020-10-13
45,DESOTO,2,2020-10-13
46,COLUMBIA,18,2020-10-13
47,COLLIER,36,2020-10-13
48,CLAY,34,2020-10-13
49,CITRUS,7,2020-10-13
50,CHARLOTTE,20,2020-10-13
51,CALHOUN,0,2020-10-13
52,BROWARD,175,2020-10-13
53,BREVARD,69,2020-10-13
54,BRADFORD,0,2020-10-13
55,BAY,13,2020-10-13
56,BAKER,1,2020-10-13
57,ALACHUA,68,2020-10-13
