,County,COVID Hospitalizations,Date
0,WASHINGTON,2,2020-07-25
1,WALTON,10,2020-07-25
2,VOLUSIA,141,2020-07-25
3,UNION,0,2020-07-25
4,TAYLOR,0,2020-07-25
5,SUWANNEE,0,2020-07-25
6,SUMTER,29,2020-07-25
7,ST. LUCIE,168,2020-07-25
8,ST. JOHNS,31,2020-07-25
9,SEMINOLE,146,2020-07-25
10,SARASOTA,150,2020-07-25
11,SANTA ROSA,26,2020-07-25
12,PUTNAM,22,2020-07-25
13,POLK,273,2020-07-25
14,PINELLAS,402,2020-07-25
15,PASCO,115,2020-07-25
16,PALM BEACH,585,2020-07-25
17,OSCEOLA,207,2020-07-25
18,ORANGE,559,2020-07-25
19,OKEECHOBEE,12,2020-07-25
20,OKALOOSA,53,2020-07-25
21,NASSAU,4,2020-07-25
22,MONROE,15,2020-07-25
23,MIAMI-DADE,1874,2020-07-25
24,MARTIN,34,2020-07-25
25,MARION,101,2020-07-25
26,MANATEE,102,2020-07-25
27,MADISON,1,2020-07-25
28,LEON,70,2020-07-25
29,LEE,215,2020-07-25
30,LAKE,98,2020-07-25
31,JACKSON,20,2020-07-25
32,INDIAN RIVER,23,2020-07-25
33,HOLMES,1,2020-07-25
34,HILLSBOROUGH,540,2020-07-25
35,HIGHLANDS,54,2020-07-25
36,HERNANDO,81,2020-07-25
37,HENDRY,7,2020-07-25
38,HARDEE,0,2020-07-25
39,GULF,2,2020-07-25
40,GADSDEN,34,2020-07-25
41,FRANKLIN,0,2020-07-25
42,FLAGLER,19,2020-07-25
43,ESCAMBIA,206,2020-07-25
44,DUVAL,479,2020-07-25
45,DESOTO,3,2020-07-25
46,COLUMBIA,27,2020-07-25
47,COLLIER,153,2020-07-25
48,CLAY,81,2020-07-25
49,CITRUS,32,2020-07-25
50,CHARLOTTE,63,2020-07-25
51,CALHOUN,2,2020-07-25
52,BROWARD,1291,2020-07-25
53,BREVARD,147,2020-07-25
54,BRADFORD,0,2020-07-25
55,BAY,97,2020-07-25
56,BAKER,33,2020-07-25
57,ALACHUA,128,2020-07-25
