,County,COVID Hospitalizations,Date
0,WASHINGTON,5,2020-08-20
1,WALTON,5,2020-08-20
2,VOLUSIA,104,2020-08-20
3,UNION,0,2020-08-20
4,TAYLOR,0,2020-08-20
5,SUWANNEE,0,2020-08-20
6,SUMTER,16,2020-08-20
7,ST. LUCIE,85,2020-08-20
8,ST. JOHNS,19,2020-08-20
9,SEMINOLE,77,2020-08-20
10,SARASOTA,77,2020-08-20
11,SANTA ROSA,15,2020-08-20
12,PUTNAM,9,2020-08-20
13,POLK,156,2020-08-20
14,PINELLAS,177,2020-08-20
15,PASCO,58,2020-08-20
16,PALM BEACH,606,2020-08-20
17,OSCEOLA,84,2020-08-20
18,ORANGE,261,2020-08-20
19,OKEECHOBEE,8,2020-08-20
20,OKALOOSA,34,2020-08-20
21,NASSAU,5,2020-08-20
22,MONROE,4,2020-08-20
23,MIAMI-DADE,954,2020-08-20
24,MARTIN,24,2020-08-20
25,MARION,112,2020-08-20
26,MANATEE,48,2020-08-20
27,MADISON,0,2020-08-20
28,LEON,86,2020-08-20
29,LEE,144,2020-08-20
30,LAKE,81,2020-08-20
31,JACKSON,12,2020-08-20
32,INDIAN RIVER,13,2020-08-20
33,HOLMES,3,2020-08-20
34,HILLSBOROUGH,252,2020-08-20
35,HIGHLANDS,37,2020-08-20
36,HERNANDO,43,2020-08-20
37,HENDRY,4,2020-08-20
38,HARDEE,0,2020-08-20
39,GULF,2,2020-08-20
40,GADSDEN,114,2020-08-20
41,FRANKLIN,0,2020-08-20
42,FLAGLER,12,2020-08-20
43,ESCAMBIA,127,2020-08-20
44,DUVAL,275,2020-08-20
45,DESOTO,1,2020-08-20
46,COLUMBIA,24,2020-08-20
47,COLLIER,105,2020-08-20
48,CLAY,64,2020-08-20
49,CITRUS,33,2020-08-20
50,CHARLOTTE,39,2020-08-20
51,CALHOUN,0,2020-08-20
52,BROWARD,690,2020-08-20
53,BREVARD,116,2020-08-20
54,BRADFORD,0,2020-08-20
55,BAY,70,2020-08-20
56,BAKER,3,2020-08-20
57,ALACHUA,109,2020-08-20
