,County,COVID Hospitalizations,Date
0,WASHINGTON,1,2020-10-04
1,WALTON,3,2020-10-04
2,VOLUSIA,47,2020-10-04
3,UNION,14,2020-10-04
4,TAYLOR,0,2020-10-04
5,SUWANNEE,0,2020-10-04
6,SUMTER,14,2020-10-04
7,ST. LUCIE,47,2020-10-04
8,ST. JOHNS,13,2020-10-04
9,SEMINOLE,26,2020-10-04
10,SARASOTA,28,2020-10-04
11,SANTA ROSA,6,2020-10-04
12,PUTNAM,7,2020-10-04
13,POLK,79,2020-10-04
14,PINELLAS,98,2020-10-04
15,PASCO,41,2020-10-04
16,PALM BEACH,101,2020-10-04
17,OSCEOLA,72,2020-10-04
18,ORANGE,117,2020-10-04
19,OKEECHOBEE,9,2020-10-04
20,OKALOOSA,14,2020-10-04
21,NASSAU,1,2020-10-04
22,MONROE,2,2020-10-04
23,MIAMI-DADE,272,2020-10-04
24,MARTIN,15,2020-10-04
25,MARION,30,2020-10-04
26,MANATEE,30,2020-10-04
27,MADISON,0,2020-10-04
28,LEON,41,2020-10-04
29,LEE,28,2020-10-04
30,LAKE,40,2020-10-04
31,JACKSON,8,2020-10-04
32,INDIAN RIVER,11,2020-10-04
33,HOLMES,1,2020-10-04
34,HILLSBOROUGH,158,2020-10-04
35,HIGHLANDS,25,2020-10-04
36,HERNANDO,15,2020-10-04
37,HENDRY,1,2020-10-04
38,HARDEE,0,2020-10-04
39,GULF,0,2020-10-04
40,GADSDEN,16,2020-10-04
41,FRANKLIN,0,2020-10-04
42,FLAGLER,9,2020-10-04
43,ESCAMBIA,41,2020-10-04
44,DUVAL,118,2020-10-04
45,DESOTO,0,2020-10-04
46,COLUMBIA,12,2020-10-04
47,COLLIER,26,2020-10-04
48,CLAY,29,2020-10-04
49,CITRUS,14,2020-10-04
50,CHARLOTTE,26,2020-10-04
51,CALHOUN,0,2020-10-04
52,BROWARD,199,2020-10-04
53,BREVARD,65,2020-10-04
54,BRADFORD,0,2020-10-04
55,BAY,20,2020-10-04
56,BAKER,3,2020-10-04
57,ALACHUA,52,2020-10-04
