,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-10-11
1,WALTON,8,2020-10-11
2,VOLUSIA,64,2020-10-11
3,UNION,19,2020-10-11
4,TAYLOR,0,2020-10-11
5,SUWANNEE,0,2020-10-11
6,SUMTER,24,2020-10-11
7,ST. LUCIE,46,2020-10-11
8,ST. JOHNS,10,2020-10-11
9,SEMINOLE,22,2020-10-11
10,SARASOTA,32,2020-10-11
11,SANTA ROSA,7,2020-10-11
12,PUTNAM,2,2020-10-11
13,POLK,79,2020-10-11
14,PINELLAS,116,2020-10-11
15,PASCO,46,2020-10-11
16,PALM BEACH,117,2020-10-11
17,OSCEOLA,68,2020-10-11
18,ORANGE,174,2020-10-11
19,OKEECHOBEE,12,2020-10-11
20,OKALOOSA,12,2020-10-11
21,NASSAU,2,2020-10-11
22,MONROE,3,2020-10-11
23,MIAMI-DADE,256,2020-10-11
24,MARTIN,9,2020-10-11
25,MARION,19,2020-10-11
26,MANATEE,29,2020-10-11
27,MADISON,0,2020-10-11
28,LEON,50,2020-10-11
29,LEE,31,2020-10-11
30,LAKE,40,2020-10-11
31,JACKSON,11,2020-10-11
32,INDIAN RIVER,7,2020-10-11
33,HOLMES,0,2020-10-11
34,HILLSBOROUGH,169,2020-10-11
35,HIGHLANDS,23,2020-10-11
36,HERNANDO,24,2020-10-11
37,HENDRY,1,2020-10-11
38,HARDEE,0,2020-10-11
39,GULF,0,2020-10-11
40,GADSDEN,8,2020-10-11
41,FRANKLIN,0,2020-10-11
42,FLAGLER,7,2020-10-11
43,ESCAMBIA,40,2020-10-11
44,DUVAL,128,2020-10-11
45,DESOTO,2,2020-10-11
46,COLUMBIA,15,2020-10-11
47,COLLIER,30,2020-10-11
48,CLAY,34,2020-10-11
49,CITRUS,10,2020-10-11
50,CHARLOTTE,11,2020-10-11
51,CALHOUN,0,2020-10-11
52,BROWARD,174,2020-10-11
53,BREVARD,60,2020-10-11
54,BRADFORD,0,2020-10-11
55,BAY,12,2020-10-11
56,BAKER,3,2020-10-11
57,ALACHUA,54,2020-10-11
