,County,COVID Hospitalizations,Date
0,WASHINGTON,4,2020-08-29
1,WALTON,2,2020-08-29
2,VOLUSIA,60,2020-08-29
3,UNION,10,2020-08-29
4,TAYLOR,0,2020-08-29
5,SUWANNEE,0,2020-08-29
6,SUMTER,16,2020-08-29
7,ST. LUCIE,78,2020-08-29
8,ST. JOHNS,10,2020-08-29
9,SEMINOLE,56,2020-08-29
10,SARASOTA,44,2020-08-29
11,SANTA ROSA,18,2020-08-29
12,PUTNAM,9,2020-08-29
13,POLK,114,2020-08-29
14,PINELLAS,132,2020-08-29
15,PASCO,49,2020-08-29
16,PALM BEACH,160,2020-08-29
17,OSCEOLA,69,2020-08-29
18,ORANGE,174,2020-08-29
19,OKEECHOBEE,9,2020-08-29
20,OKALOOSA,27,2020-08-29
21,NASSAU,5,2020-08-29
22,MONROE,1,2020-08-29
23,MIAMI-DADE,698,2020-08-29
24,MARTIN,9,2020-08-29
25,MARION,77,2020-08-29
26,MANATEE,24,2020-08-29
27,MADISON,0,2020-08-29
28,LEON,83,2020-08-29
29,LEE,117,2020-08-29
30,LAKE,78,2020-08-29
31,JACKSON,14,2020-08-29
32,INDIAN RIVER,6,2020-08-29
33,HOLMES,3,2020-08-29
34,HILLSBOROUGH,195,2020-08-29
35,HIGHLANDS,24,2020-08-29
36,HERNANDO,28,2020-08-29
37,HENDRY,2,2020-08-29
38,HARDEE,0,2020-08-29
39,GULF,1,2020-08-29
40,GADSDEN,175,2020-08-29
41,FRANKLIN,0,2020-08-29
42,FLAGLER,7,2020-08-29
43,ESCAMBIA,105,2020-08-29
44,DUVAL,223,2020-08-29
45,DESOTO,4,2020-08-29
46,COLUMBIA,18,2020-08-29
47,COLLIER,56,2020-08-29
48,CLAY,47,2020-08-29
49,CITRUS,27,2020-08-29
50,CHARLOTTE,36,2020-08-29
51,CALHOUN,0,2020-08-29
52,BROWARD,479,2020-08-29
53,BREVARD,87,2020-08-29
54,BRADFORD,0,2020-08-29
55,BAY,36,2020-08-29
56,BAKER,1,2020-08-29
57,ALACHUA,92,2020-08-29
