,County,COVID Hospitalizations,Date
0,WASHINGTON,11,2020-12-02
1,WALTON,6,2020-12-02
2,VOLUSIA,91,2020-12-02
3,UNION,0,2020-12-02
4,TAYLOR,6,2020-12-02
5,SUWANNEE,0,2020-12-02
6,SUMTER,22,2020-12-02
7,ST. LUCIE,68,2020-12-02
8,ST. JOHNS,19,2020-12-02
9,SEMINOLE,66,2020-12-02
10,SARASOTA,96,2020-12-02
11,SANTA ROSA,18,2020-12-02
12,PUTNAM,5,2020-12-02
13,POLK,131,2020-12-02
14,PINELLAS,194,2020-12-02
15,PASCO,119,2020-12-02
16,PALM BEACH,275,2020-12-02
17,OSCEOLA,99,2020-12-02
18,ORANGE,180,2020-12-02
19,OKEECHOBEE,9,2020-12-02
20,OKALOOSA,54,2020-12-02
21,NASSAU,6,2020-12-02
22,MONROE,8,2020-12-02
23,MIAMI-DADE,702,2020-12-02
24,MARTIN,24,2020-12-02
25,MARION,50,2020-12-02
26,MANATEE,49,2020-12-02
27,MADISON,0,2020-12-02
28,LEON,35,2020-12-02
29,LEE,115,2020-12-02
30,LAKE,78,2020-12-02
31,JACKSON,18,2020-12-02
32,INDIAN RIVER,18,2020-12-02
33,HOLMES,2,2020-12-02
34,HILLSBOROUGH,262,2020-12-02
35,HIGHLANDS,57,2020-12-02
36,HERNANDO,61,2020-12-02
37,HENDRY,5,2020-12-02
38,HARDEE,0,2020-12-02
39,GULF,0,2020-12-02
40,GADSDEN,0,2020-12-02
41,FRANKLIN,0,2020-12-02
42,FLAGLER,14,2020-12-02
43,ESCAMBIA,82,2020-12-02
44,DUVAL,231,2020-12-02
45,DESOTO,3,2020-12-02
46,COLUMBIA,20,2020-12-02
47,COLLIER,89,2020-12-02
48,CLAY,45,2020-12-02
49,CITRUS,61,2020-12-02
50,CHARLOTTE,63,2020-12-02
51,CALHOUN,1,2020-12-02
52,BROWARD,444,2020-12-02
53,BREVARD,83,2020-12-02
54,BRADFORD,0,2020-12-02
55,BAY,36,2020-12-02
56,BAKER,1,2020-12-02
57,ALACHUA,120,2020-12-02
