,County,COVID Hospitalizations,Date
0,WASHINGTON,3,2020-09-07
1,WALTON,5,2020-09-07
2,VOLUSIA,61,2020-09-07
3,UNION,13,2020-09-07
4,TAYLOR,0,2020-09-07
5,SUWANNEE,0,2020-09-07
6,SUMTER,14,2020-09-07
7,ST. LUCIE,43,2020-09-07
8,ST. JOHNS,7,2020-09-07
9,SEMINOLE,52,2020-09-07
10,SARASOTA,38,2020-09-07
11,SANTA ROSA,9,2020-09-07
12,PUTNAM,2,2020-09-07
13,POLK,110,2020-09-07
14,PINELLAS,131,2020-09-07
15,PASCO,29,2020-09-07
16,PALM BEACH,171,2020-09-07
17,OSCEOLA,60,2020-09-07
18,ORANGE,151,2020-09-07
19,OKEECHOBEE,7,2020-09-07
20,OKALOOSA,27,2020-09-07
21,NASSAU,2,2020-09-07
22,MONROE,2,2020-09-07
23,MIAMI-DADE,530,2020-09-07
24,MARTIN,13,2020-09-07
25,MARION,64,2020-09-07
26,MANATEE,20,2020-09-07
27,MADISON,0,2020-09-07
28,LEON,68,2020-09-07
29,LEE,97,2020-09-07
30,LAKE,56,2020-09-07
31,JACKSON,7,2020-09-07
32,INDIAN RIVER,10,2020-09-07
33,HOLMES,0,2020-09-07
34,HILLSBOROUGH,174,2020-09-07
35,HIGHLANDS,21,2020-09-07
36,HERNANDO,22,2020-09-07
37,HENDRY,2,2020-09-07
38,HARDEE,0,2020-09-07
39,GULF,2,2020-09-07
40,GADSDEN,124,2020-09-07
41,FRANKLIN,0,2020-09-07
42,FLAGLER,10,2020-09-07
43,ESCAMBIA,85,2020-09-07
44,DUVAL,199,2020-09-07
45,DESOTO,3,2020-09-07
46,COLUMBIA,12,2020-09-07
47,COLLIER,46,2020-09-07
48,CLAY,35,2020-09-07
49,CITRUS,27,2020-09-07
50,CHARLOTTE,30,2020-09-07
51,CALHOUN,0,2020-09-07
52,BROWARD,347,2020-09-07
53,BREVARD,71,2020-09-07
54,BRADFORD,0,2020-09-07
55,BAY,24,2020-09-07
56,BAKER,30,2020-09-07
57,ALACHUA,82,2020-09-07
