,County,COVID Hospitalizations,Date
0,WASHINGTON,11,2021-01-05
1,WALTON,14,2021-01-05
2,VOLUSIA,127,2021-01-05
3,UNION,2,2021-01-05
4,TAYLOR,0,2021-01-05
5,SUWANNEE,0,2021-01-05
6,SUMTER,69,2021-01-05
7,ST. LUCIE,120,2021-01-05
8,ST. JOHNS,36,2021-01-05
9,SEMINOLE,126,2021-01-05
10,SARASOTA,134,2021-01-05
11,SANTA ROSA,40,2021-01-05
12,PUTNAM,14,2021-01-05
13,POLK,279,2021-01-05
14,PINELLAS,365,2021-01-05
15,PASCO,199,2021-01-05
16,PALM BEACH,423,2021-01-05
17,OSCEOLA,167,2021-01-05
18,ORANGE,399,2021-01-05
19,OKEECHOBEE,18,2021-01-05
20,OKALOOSA,67,2021-01-05
21,NASSAU,16,2021-01-05
22,MONROE,4,2021-01-05
23,MIAMI-DADE,1075,2021-01-05
24,MARTIN,42,2021-01-05
25,MARION,146,2021-01-05
26,MANATEE,90,2021-01-05
27,MADISON,1,2021-01-05
28,LEON,107,2021-01-05
29,LEE,156,2021-01-05
30,LAKE,177,2021-01-05
31,JACKSON,19,2021-01-05
32,INDIAN RIVER,46,2021-01-05
33,HOLMES,6,2021-01-05
34,HILLSBOROUGH,478,2021-01-05
35,HIGHLANDS,61,2021-01-05
36,HERNANDO,88,2021-01-05
37,HENDRY,6,2021-01-05
38,HARDEE,0,2021-01-05
39,GULF,5,2021-01-05
40,GADSDEN,0,2021-01-05
41,FRANKLIN,1,2021-01-05
42,FLAGLER,23,2021-01-05
43,ESCAMBIA,218,2021-01-05
44,DUVAL,507,2021-01-05
45,DESOTO,6,2021-01-05
46,COLUMBIA,32,2021-01-05
47,COLLIER,90,2021-01-05
48,CLAY,120,2021-01-05
49,CITRUS,70,2021-01-05
50,CHARLOTTE,96,2021-01-05
51,CALHOUN,0,2021-01-05
52,BROWARD,600,2021-01-05
53,BREVARD,137,2021-01-05
54,BRADFORD,0,2021-01-05
55,BAY,93,2021-01-05
56,BAKER,2,2021-01-05
57,ALACHUA,218,2021-01-05
